page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v44_token_glosses_de	v45_token_glosses_de	v45_working_translation_de	v44_unknown_tokens	v45_unknown_tokens	v45_complete
f107r	f107r.3	S	1	4	ycheedy	YCHEEDY_ACTION	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	Holzdrogenansatz vollständig trocknen | Charge eines mitteltrockenen Ansatzes | stark erhitzt, Endstufe III | [ycheedy:?] | kalt im qo-Rahmen, Grad II | erhitze hiervon auf Stufe II | heißer Ansatz am Ende des Grades | Wurzel, Typ/Charge III	Holzdrogenansatz vollständig trocknen | Charge eines mitteltrockenen Ansatzes | stark erhitzt, Endstufe III | trockne hiervon vollständig und stelle es fertig | kalt im qo-Rahmen, Grad II | erhitze hiervon auf Stufe II | heißer Ansatz am Ende des Grades | Wurzel, Typ/Charge III	Holzdrogenansatz vollständig trocknen; Charge eines mitteltrockenen Ansatzes; erhitze bis Endstufe III; trockne hiervon vollständig und stelle es fertig; kalt im qo-Rahmen, Grad II; erhitze hiervon auf Stufe II; Ansatz auf Heizendstufe; Wurzel, Typ/Charge III	1	0	1
f107r	f107r.35	S	1	3	lkeeol	EXACT_WHOLE	daiin shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim	Grad-/Maßwert III | [shl:?] | [lkeeol:?] | getrocknetes Drogenholz | heiße Drogenportion | Holzdroge, heiß auf Stufe III | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Rohstoffklasse I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [kaldaim:?]	Grad-/Maßwert III | [shl:?] | Holzdrogenstoff vollständig erhitzen | getrocknetes Drogenholz | heiße Drogenportion | Holzdroge, heiß auf Stufe III | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Rohstoffklasse I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [kaldaim:?]	drei Maße; [shl:?]; Holzdrogenstoff vollständig erhitzen; getrocknetes Drogenholz; heiße Drogenportion; Holzdroge, heiß auf Stufe III; bis zur mittleren Trockenstufe gebracht; kalt, Grad III; Rohstoff I; Grundansatz; [kaldaim:?]	3	2	0
f107r	f107r.5	S	1	3	oteeey	EXACT_WHOLE	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar	[olkchedy:?] | kalt in der Mitte des Grades, abgeschlossen | [oteeey:?] | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | [qokear:?] | trocken in der Mitte des Grades, abgeschlossen | [chokchedy:?] | heiß, Grad II | Drogenfraktion I	[olkchedy:?] | kalt in der Mitte des Grades, abgeschlossen | Ansatz bis zur letzten Stufe abkühlen und abschließen | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | [qokear:?] | trocken in der Mitte des Grades, abgeschlossen | [chokchedy:?] | heiß, Grad II | Drogenfraktion I	[olkchedy:?]; bis zur mittleren Kühlstufe gebracht; Ansatz bis zur letzten Stufe abkühlen und abschließen; heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; erhitze bis zur Endstufe und schließe ab; [qokear:?]; bis zur mittleren Trockenstufe gebracht; [chokchedy:?]; heiß, Grad II; Drogenfraktion I	4	3	0
f107v	f107v.16	S	1	3	opchol	EXACT_WHOLE	parair okal opchol okal opaiin otedy qokeody tolkol lkar aiiraly	[parair:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [opchol:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [opaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [qokeody:?] | [tolkol:?] | heiße Holzfraktion I | [aiiraly:?]	[parair:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | getrockneter Pulverstoff im Ansatz | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [opaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [qokeody:?] | [tolkol:?] | heiße Holzfraktion I | [aiiraly:?]	[parair:?]; Rohstoff I, leicht erhitzt im Ansatz; getrockneter Pulverstoff im Ansatz; Rohstoff I, leicht erhitzt im Ansatz; [opaiin:?]; Ansatz auf mittlerer Kühlstufe abgeschlossen; [qokeody:?]; [tolkol:?]; heiße Holzfraktion I; [aiiraly:?]	6	5	0
f107v	f107v.25	S	1	6	tody	TODY_ACTION	kaolkar kolkar okeol qokeor al tody opchey oty al ky pchey rag	[kaolkar:?] | [kolkar:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | [qokeor:?] | Rohstoffklasse I | [tody:?] | Trockenpulver-Ansatz, Form I | kalter Ansatz am Anfang des Grades | Rohstoffklasse I | heiß am Anfang des Grades | Pulver, trocken gebunden, Form I | [rag:?]	[kaolkar:?] | [kolkar:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | [qokeor:?] | Rohstoffklasse I | kalten Ansatz fertigstellen | Trockenpulver-Ansatz, Form I | kalter Ansatz am Anfang des Grades | Rohstoffklasse I | heiß am Anfang des Grades | Pulver, trocken gebunden, Form I | [rag:?]	[kaolkar:?]; [kolkar:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; [qokeor:?]; Rohstoff I; kalten Ansatz fertigstellen; Trockenpulver-Ansatz, Form I; kalter Ansatz am Anfang des Grades; Rohstoff I; leicht erhitzt; Pulver, trocken gebunden, Form I; [rag:?]	5	4	0
f107v	f107v.39	S	1	5	cheary	EXACT_WHOLE	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y	heiß im Zubereitungsrahmen, Grad II | trockener Drogenteil | heiße Drogenbasis, Stufe III | zwei Teile Ansatz | [cheary:?] | Wurzel, Typ/Charge III | erhitzter Ansatz in Zubereitungsform III | Zubereitungsdosis III | heiß, Grad III, im Ansatzrahmen | Eintrag abgeschlossen	heiß im Zubereitungsrahmen, Grad II | trockener Drogenteil | heiße Drogenbasis, Stufe III | zwei Teile Ansatz | erste Fraktion bis zur Mittelstufe trocknen und abschließen | Wurzel, Typ/Charge III | erhitzter Ansatz in Zubereitungsform III | Zubereitungsdosis III | heiß, Grad III, im Ansatzrahmen | Eintrag abgeschlossen	heiß im Zubereitungsrahmen, Grad II; trockener Drogenteil; Holzdrogenansatz auf Heizstufe III; zwei Teile Ansatz; erste Fraktion bis zur Mittelstufe trocknen und abschließen; Wurzel, Typ/Charge III; erhitzter Ansatz in Zubereitungsform III; Zubereitungsdosis III; Ansatz auf Heizstufe III.	1	0	1
f108r	f108r.25	S	1	2	cheeor	EXACT_WHOLE	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	Eintrag: | [cheeor:?] | Menge III | heißer Ansatz am Ende des Grades | trockener Drogenstoff | trocken in der Mitte des Grades, abgeschlossen | [opchsd:?] | vollständig getrocknetes Pulverpräparat | [alkedy:?] | Rohstoffklasse I | [lkeam:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Wurzeldroge in Charge II | Rohstoffklasse I	Eintrag: | eine Portion vollständig getrocknete Droge | Menge III | heißer Ansatz am Ende des Grades | trockener Drogenstoff | trocken in der Mitte des Grades, abgeschlossen | [opchsd:?] | vollständig getrocknetes Pulverpräparat | [alkedy:?] | Rohstoffklasse I | [lkeam:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Wurzeldroge in Charge II | Rohstoffklasse I	Eintrag: eine Portion vollständig getrocknete Droge; drei Teile; Ansatz auf Heizendstufe; trockener Drogenstoff; bis zur mittleren Trockenstufe gebracht; [opchsd:?]; vollständig getrocknetes Pulverpräparat; [alkedy:?]; Rohstoff I; [lkeam:?]; Grundansatz; Wurzeldroge in Charge II; Rohstoff I	4	3	0
f108r	f108r.33	S	1	1	solkedy	EXACT_WHOLE	solkedy okchd qokedy okedy okeol chdy okar okedy okedy chlar	[solkedy:?] | [okchd:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | Grundansatz bis zur mittleren Heizstufe erwärmt | trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I im Ansatz | heißer Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | [chlar:?]	Saatgutansatz bis zur Mittelstufe erhitzen und fertigstellen | [okchd:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | Grundansatz bis zur mittleren Heizstufe erwärmt | trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I im Ansatz | heißer Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | [chlar:?]	Saatgutansatz bis zur Mittelstufe erhitzen und fertigstellen; [okchd:?]; bis zur mittleren Heizstufe gebracht; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Grundansatz bis zur mittleren Heizstufe erwärmt; angetrocknet; heiße Drogenfraktion I im Ansatz; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; [chlar:?]	3	2	0
f108v	f108v.32	S	1	2	shedain	EXACT_WHOLE	dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam	Grad-/Maßwert II | [shedain:?] | erhitze bis zur Mittelstufe und miss die erste Fraktion ab | Holzdrogenansatz vollständig erhitzt und abgeschlossen | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | abgemessene Trockenfraktion I, Mittelstufe | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | nimm ein Maß und erhitze es	Grad-/Maßwert II | zwei Dosen bis zur Mittelstufe eingeweichter Droge | erhitze bis zur Mittelstufe und miss die erste Fraktion ab | Holzdrogenansatz vollständig erhitzt und abgeschlossen | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | abgemessene Trockenfraktion I, Mittelstufe | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | nimm ein Maß und erhitze es	zwei Maße; zwei Dosen bis zur Mittelstufe eingeweichter Droge; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; Holzdrogenansatz vollständig erhitzt und abgeschlossen; bis zur Heizendstufe gebracht; bis zur mittleren Einweichstufe gebracht; abgemessene Trockenfraktion I, Mittelstufe; bis zur mittleren Trockenstufe gebracht; Ansatz auf Kühlendstufe abgeschlossen; nimm ein Maß und erhitze es	1	0	1
f108v	f108v.47	S	1	3	shedain	EXACT_WHOLE	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	trockne hiervon bis zur Endstufe | stark erhitzt, Endstufe III | [shedain:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [okeedal:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | Drogenholz, heiß am Gradende | getrocknetes Drogenholz | getrocknetes Drogenholz	trockne hiervon bis zur Endstufe | stark erhitzt, Endstufe III | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [okeedal:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | Drogenholz, heiß am Gradende | getrocknetes Drogenholz | getrocknetes Drogenholz	trockne hiervon bis zur Endstufe; erhitze bis Endstufe III; zwei Dosen bis zur Mittelstufe eingeweichter Droge; bis zur Heizendstufe gebracht; bis zur Heizendstufe; [okeedal:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; Drogenholz, heiß am Gradende; getrocknetes Drogenholz; getrocknetes Drogenholz	2	1	0
f10r	f10r.10	H	1	6	ytoiin	EXACT_WHOLE	oqotor otor cfhy cthor osain ytoiin	[oqotor:?] | kalte Drogenportion im Ansatz | [cfhy:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [osain:?] | [ytoiin:?]	[oqotor:?] | kalte Drogenportion im Ansatz | [cfhy:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [osain:?] | kühle hiervon einen Ansatz in Zubereitungsform III	[oqotor:?]; kalte Drogenportion im Ansatz; [cfhy:?]; Drogenteil/-portion; Portion Blatt-/Krautdroge; [osain:?]; kühle hiervon einen Ansatz in Zubereitungsform III	4	3	0
f10v	f10v.2	H	1	4	chcthor	EXACT_WHOLE	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	Grad-/Maßwert II | Grad-/Maßwert III | Arzneikompositum am Gradanfang | [chcthor:?] | trockene Zubereitungsform III | kühle Folgendes ab | Trockenansatz, Dosis III | CTH-Drogenmaterial | Menge/Portion III	Grad-/Maßwert II | Grad-/Maßwert III | Arzneikompositum am Gradanfang | eine Portion getrocknete Krautdroge | trockene Zubereitungsform III | kühle Folgendes ab | Trockenansatz, Dosis III | CTH-Drogenmaterial | Menge/Portion III	zwei Maße; drei Maße; Arzneikompositum am Gradanfang; eine Portion getrocknete Krautdroge; trockene Zubereitungsform III; kühle Folgendes ab; Trockenansatz, Dosis III; Krautdroge; Menge/Portion III	1	0	1
f111r	f111r.25	S	1	4	oteeey	EXACT_WHOLE	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	[so:?] | feuchter Drogenteil | heißer Ansatz am Ende des Grades, abgeschlossen | [oteeey:?] | heiß am Ende des Grades | heißer Ansatz, Bindungsstufe II | Samen-/Saatgutposten | abgemessene Trockenfraktion I, Mittelstufe | [alal:?] | Ansatz in Grundform | [oxar:?] | Menge III | Zubereitungsdosis III | Trockenansatz, abgeschlossen	[so:?] | feuchter Drogenteil | heißer Ansatz am Ende des Grades, abgeschlossen | Ansatz bis zur letzten Stufe abkühlen und abschließen | heiß am Ende des Grades | heißer Ansatz, Bindungsstufe II | Samen-/Saatgutposten | abgemessene Trockenfraktion I, Mittelstufe | [alal:?] | Ansatz in Grundform | [oxar:?] | Menge III | Zubereitungsdosis III | Trockenansatz, abgeschlossen	[so:?]; feuchter Drogenteil; Ansatz auf Heizendstufe abgeschlossen; Ansatz bis zur letzten Stufe abkühlen und abschließen; bis zur Heizendstufe; heißer Ansatz, Bindungsstufe II; Samen-/Saatgutposten; abgemessene Trockenfraktion I, Mittelstufe; [alal:?]; Ansatz in Grundform; [oxar:?]; drei Teile; Zubereitungsdosis III; Trockenansatz, abgeschlossen	4	3	0
f111r	f111r.26	S	1	8	shedain	EXACT_WHOLE	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin	Samen/Saatgutzubereitung, Charge III | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [oteodaiin:?] | trocken in der Mitte des Grades, abgeschlossen | [otedar:?] | zweite Drogenfraktion | erhitze hiervon bis zur Endstufe und schließe ab | [shedain:?] | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qoteedaiin:?]	Samen/Saatgutzubereitung, Charge III | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [oteodaiin:?] | trocken in der Mitte des Grades, abgeschlossen | [otedar:?] | zweite Drogenfraktion | erhitze hiervon bis zur Endstufe und schließe ab | zwei Dosen bis zur Mittelstufe eingeweichter Droge | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qoteedaiin:?]	Samen/Saatgutzubereitung, Charge III; feuchtes Krautdroge; feuchtes Blatt-/Krautgut; [oteodaiin:?]; bis zur mittleren Trockenstufe gebracht; [otedar:?]; zweite Drogenfraktion; erhitze hiervon bis zur Endstufe und schließe ab; zwei Dosen bis zur Mittelstufe eingeweichter Droge; getrocknetes Drogenholz; bis zur Heizendstufe gebracht; [qoteedaiin:?]	4	3	0
f111r	f111r.29	S	1	13	qod	QOD_ACTION	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	[salkeedy:?] | Drogenholz, heiß am Gradende, abgeschlossen | Arzneikompositum: trocken, Gradanfang | [rky:?] | trocken in der Mitte des Grades | [okeeo:?] | [chr:?] | Rohstoffklasse I | Drogenfraktion I | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [qod:?]	[salkeedy:?] | Drogenholz, heiß am Gradende, abgeschlossen | Arzneikompositum: trocken, Gradanfang | [rky:?] | trocken in der Mitte des Grades | [okeeo:?] | [chr:?] | Rohstoffklasse I | Drogenfraktion I | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | die Zubereitung abschließen	[salkeedy:?]; Drogenholz, heiß am Gradende, abgeschlossen; Arzneikompositum: trocken, Gradanfang; [rky:?]; bis zur mittleren Trockenstufe; [okeeo:?]; [chr:?]; Rohstoff I; Drogenfraktion I; bis zur Heizendstufe gebracht; bis zur mittleren Heizstufe gebracht; bis zur Kühlendstufe gebracht; die Zubereitung abschließen	5	4	0
f111r	f111r.31	S	1	2	shedain	EXACT_WHOLE	sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy	[sheotchedy:?] | [shedain:?] | [shkeyqokeaiin:?] | [shkeody:?] | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken-heiß am Gradanfang | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	[sheotchedy:?] | zwei Dosen bis zur Mittelstufe eingeweichter Droge | [shkeyqokeaiin:?] | [shkeody:?] | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken-heiß am Gradanfang | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	[sheotchedy:?]; zwei Dosen bis zur Mittelstufe eingeweichter Droge; [shkeyqokeaiin:?]; [shkeody:?]; bis zur Heizendstufe; bis zur Heizendstufe gebracht; Rohstoff I, trocken-heiß am Gradanfang; trockenes Krautdroge; trockenes Blatt-/Krautgut	4	3	0
f111r	f111r.37	S	1	4	cheeol	EXACT_WHOLE	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	Grad-/Maßwert II | trocken; nominal trockenes Gut/Material | Holzdroge in der gebundenen Anschlussform | [cheeol:?] | stark erhitzter Drogenstoff | [lkeeedy:?] | heiß am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß in der Gradmitte | heiß, Grad II | Arzneikompositum: trocken, Gradanfang | [ltedy:?]	Grad-/Maßwert II | trocken; nominal trockenes Gut/Material | Holzdroge in der gebundenen Anschlussform | vollständig getrockneter Drogenstoff | stark erhitzter Drogenstoff | [lkeeedy:?] | heiß am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß in der Gradmitte | heiß, Grad II | Arzneikompositum: trocken, Gradanfang | [ltedy:?]	zwei Maße; Trockengut; Holzdroge in der gebundenen Anschlussform; stark erhitzter Drogenstoff; [lkeeedy:?]; bis zur Heizendstufe; Drogenholz, heiß am Gradende, abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; Rohstoff I im Ansatz, heiß in der Gradmitte; heiß, Grad II; Arzneikompositum: trocken, Gradanfang; [ltedy:?]	3	2	0
f111r	f111r.8	S	1	10	lkeeol	EXACT_WHOLE	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	Grad-/Maßwert III | Ansatzwasser | zwei Dosen bis zur Mittelstufe getrockneter Droge | Grad-/Maßwert III | trocken am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | [lkeeol:?] | Drogenholz, heiß am Gradende | kalt und trocken am Anfang des Grades, abgeschlossen	Grad-/Maßwert III | Ansatzwasser | zwei Dosen bis zur Mittelstufe getrockneter Droge | Grad-/Maßwert III | trocken am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | Holzdrogenstoff vollständig erhitzen | Drogenholz, heiß am Gradende | kalt und trocken am Anfang des Grades, abgeschlossen	drei Maße; Ansatzwasser; zwei Dosen bis zur Mittelstufe getrockneter Droge; drei Maße; vollständig getrocknet; bis zur Heizendstufe; bis zur mittleren Heizstufe gebracht; angetrocknet; kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen; Holzdrogenstoff vollständig erhitzen; Drogenholz, heiß am Gradende; kalt und angetrocknet	1	0	1
f112r	f112r.19	S	1	1	polchdy	EXACT_WHOLE	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	[polchdy:?] | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eintragsteil abgeschlossen | Wurzel, Typ/Charge III | bis zur Mittelstufe einweichen, erhitzen und abschließen | nimm die Endportion hinzu | heiß in der Mitte des Grades | heiß am Ende des Grades | heiß am Anfang des Grades | Maßeinheit I	Pulverstoff trocknen und fertigstellen | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eintragsteil abgeschlossen | Wurzel, Typ/Charge III | bis zur Mittelstufe einweichen, erhitzen und abschließen | nimm die Endportion hinzu | heiß in der Mitte des Grades | heiß am Ende des Grades | heiß am Anfang des Grades | Maßeinheit I	Pulverstoff trocknen und fertigstellen; Grundansatz; Rohstoff I, leicht gekühlt im Ansatz; Wurzel, Typ/Charge III; bis zur Mittelstufe einweichen, erhitzen und abschließen; nimm die Endportion hinzu; bis zur mittleren Heizstufe; bis zur Heizendstufe; leicht erhitzt; Maßeinheit I	1	0	1
