state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	cohort	surface	final_context_recipe	state_marker_sequence	effective_action_roots	effective_argument_roots	context_mode_card_id	context_mode	action_carry	action_source_type	action_source_event_id	action_source_card_distance	action_scope_frame_id	action_scope_kind	action_scope_phrase_de	argument_carry	argument_source_type	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	control_action_context_witness	gdt568_action_voice_clause_de	context_voice_working_clause_de	owner_bound_control_clause_de	gdt568_owner_action_chain_de	context_voice_action_chain_de	context_voice_changed	state_atom_alignment	guard
31	G407-E0189	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	OLD26_GDT407	ctholdar	CH+T+OL+D_ADDR+AR	OL	CH|T	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E0189	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Kennwert	denselben Kennwert	2	2	NOT_APPLICABLE	Weiter: entnimm den Kennwert und lege den Kennwert fest; an der bezeichneten Stelle; von der Ausgangszeile.	Weiter: entnimm denselben Kennwert und lege denselben Kennwert fest; an der bezeichneten Stelle; von der Ausgangszeile.	Weiter entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile; an der bezeichneten Stelle.	entnimm den Kennwert und lege den Kennwert fest	entnimm denselben Kennwert und lege denselben Kennwert fest	YES	1:CH=nehmen | 2:T=einstellen | 3:OL=weiter | 4:D_ADDR=hier | 5:AR=vom Ausgang	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
32	G407-E0196	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	OLD26_GDT407	ochol	O+OL	OL	OK	AIIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0195	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIIN	den Kennwert	denselben Kennwert	1	1	YES	Weiter: trage den Kennwert ein; zur Ausführung.	Weiter im laufenden Gang: trage denselben Kennwert ein; zur Ausführung.	Weiter im laufenden Gang trage den Kennwert [wie zuvor] ein; als Ausführung.	trage den Kennwert ein	trage denselben Kennwert ein	YES	1:O=zur Ausführung | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
33	G407-E0200	G407-S006	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	OLD26_GDT407	shody	SH+O+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E0200	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den laufenden Eintrag	denselben laufenden Eintrag	1	1	NOT_APPLICABLE	Halte den laufenden Eintrag fest; zur Ausführung; schließe den Schritt.	Halte denselben laufenden Eintrag fest; zur Ausführung; schließe den Schritt.	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung; schließe den Schritt.	halte den laufenden Eintrag fest	halte denselben laufenden Eintrag fest	YES	1:SH=halten | 2:O=zur Ausführung | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
34	G407-E0210	G407-S007	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	OLD26_GDT407	chol	OL	OL	T	OR	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0208	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	OR	die Eintragseinheit	dieselbe Eintragseinheit	1	1	YES	Weiter: lege die Eintragseinheit fest.	Weiter im laufenden Gang: lege dieselbe Eintragseinheit fest.	Weiter im laufenden Gang lege die Eintragseinheit [wie zuvor] fest.	lege die Eintragseinheit fest	lege dieselbe Eintragseinheit fest	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
35	G407-E0212	G407-S007	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	OLD26_GDT407	choty	CH+OT+Y	OT	CH	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E0212	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den laufenden Eintrag	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Danach: entnimm den laufenden Eintrag.	Danach: entnimm den laufenden Eintrag.	Danach entnimm den laufenden Eintrag.	entnimm den laufenden Eintrag	entnimm den laufenden Eintrag	NO	1:CH=nehmen | 2:OT=danach | 3:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
36	G407-E0213	G407-S007	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_D	OLD26_GDT407	chotey	CH+OT+E+Y	OT	CH	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E0213	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den laufenden Eintrag	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Danach: entnimm den laufenden Eintrag; auf Grad I.	Danach: entnimm den laufenden Eintrag; auf Grad I.	Danach entnimm den laufenden Eintrag; auf Grad I.	entnimm den laufenden Eintrag	entnimm den laufenden Eintrag	NO	1:CH=nehmen | 2:OT=danach | 3:E=auf Grad I | 4:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
37	G407-E0219	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	pchodol	P+CH+O+D_ADDR+OL	OL	P|CH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E0219	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Pflanzenposten	denselben Pflanzenposten	2	2	NOT_APPLICABLE	Weiter: setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle.	Weiter: setze denselben Pflanzenposten ein und nimm denselben Pflanzenposten; zur Ausführung; an der bezeichneten Stelle.	Weiter setze den Pflanzenposten [wie zuvor] ein und nimm den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	setze den Pflanzenposten ein und nimm den Pflanzenposten	setze denselben Pflanzenposten ein und nimm denselben Pflanzenposten	YES	1:P=einsetzen | 2:CH=nehmen | 3:O=zur Ausführung | 4:D_ADDR=hier | 5:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
38	G407-E0229	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	otytchol	OT+Y+T+CH+OL	OT+OL	T|CH	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E0229	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Pflanzenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Danach: stelle den Pflanzenposten ein und nimm den Pflanzenposten; weiterführen.	Danach: stelle den Pflanzenposten ein und nimm den Pflanzenposten; weiterführen.	Danach und weiter stelle den Pflanzenposten ein und nimm den Pflanzenposten.	stelle den Pflanzenposten ein und nimm den Pflanzenposten	stelle den Pflanzenposten ein und nimm den Pflanzenposten	NO	1:OT=danach | 2:Y=den Posten | 3:T=einstellen | 4:CH=nehmen | 5:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
39	G407-E0233	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qotor	OT+OR	OT	T	OR	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0232	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	YES	Danach: stelle die Arbeitseinheit ein.	Danach im laufenden Gang: stelle die Arbeitseinheit ein.	Danach im laufenden Gang stelle die Arbeitseinheit ein.	stelle die Arbeitseinheit ein	stelle die Arbeitseinheit ein	YES	1:OT=danach | 2:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
40	G407-E0238	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qotchy	OT+Y	OT	T	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0237	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Pflanzenposten	NOT_APPLICABLE	0	0	YES	Danach: stelle den Pflanzenposten ein.	Danach im laufenden Gang: stelle den Pflanzenposten ein.	Danach im laufenden Gang stelle den Pflanzenposten ein.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	YES	1:OT=danach | 2:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
41	G407-E0239	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	chol	OL	OL	T	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0237	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	YES	Weiter: stelle den Pflanzenposten ein.	Weiter im laufenden Gang: stelle denselben Pflanzenposten ein.	Weiter im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein.	stelle den Pflanzenposten ein	stelle denselben Pflanzenposten ein	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
42	G407-E0253	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	ody	O+DY	DY	R	OR	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0252	1	GDT569-S03	BARE	Im laufenden Gang: {clause}	YES	CONTEXT_CARRY	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	YES	Markiere die Arbeitseinheit; zur Ausführung; schließe den Schritt.	Im laufenden Gang: Markiere dieselbe Arbeitseinheit; zur Ausführung; schließe den Schritt.	Im laufenden Gang markiere die Arbeitseinheit [wie zuvor]; als Ausführung; schließe den Schritt.	markiere die Arbeitseinheit	markiere dieselbe Arbeitseinheit	YES	1:O=zur Ausführung | 2:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
43	G407-E0255	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qotchol	OT+CH+OL	OT+OL	CH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E0255	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	NOT_APPLICABLE	Danach: nimm den Pflanzenposten; weiterführen.	Danach: nimm denselben Pflanzenposten; weiterführen.	Danach und weiter nimm den Pflanzenposten [wie zuvor].	nimm den Pflanzenposten	nimm denselben Pflanzenposten	YES	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
44	G407-E0256	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	chol	OL	OL	CH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0255	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	YES	Weiter: nimm den Pflanzenposten.	Weiter im laufenden Gang: nimm denselben Pflanzenposten.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor].	nimm den Pflanzenposten	nimm denselben Pflanzenposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
45	G407-E0262	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qoctholy	CARRIER_Q+O+CH+T+OL+Y	OL	CH|T	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E0262	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Pflanzenposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: nimm den Pflanzenposten und stelle den Pflanzenposten ein; am Beginn; zur Ausführung.	Weiter: nimm den Pflanzenposten und stelle den Pflanzenposten ein; am Beginn; zur Ausführung.	Weiter nimm den Pflanzenposten und stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	nimm den Pflanzenposten und stelle den Pflanzenposten ein	nimm den Pflanzenposten und stelle den Pflanzenposten ein	NO	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:CH=nehmen | 4:T=einstellen | 5:OL=weiter | 6:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
46	G407-E0268	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qokchol	OK+OL	OL	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E0268	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	NOT_APPLICABLE	Weiter: setze den Pflanzenposten im Arbeitsgang an.	Weiter: setze denselben Pflanzenposten im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	setze den Pflanzenposten im Arbeitsgang an	setze denselben Pflanzenposten im Arbeitsgang an	YES	1:OK=setzen | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
47	G407-E0277	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qotchor	OT+CH+OR	OT	CH	OR	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E0277	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Danach: nimm die Arbeitseinheit.	Danach: nimm die Arbeitseinheit.	Danach nimm die Arbeitseinheit.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	NO	1:OT=danach | 2:CH=nehmen | 3:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
48	G407-E0279	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	otol	OT+OL	OT+OL	CH	OR	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	YES	Danach: nimm die Arbeitseinheit; weiterführen.	Danach im laufenden Gang: nimm dieselbe Arbeitseinheit; weiterführen.	Danach und weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	nimm die Arbeitseinheit	nimm dieselbe Arbeitseinheit	YES	1:OT=danach | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
49	G407-E0280	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	chol	OL	OL	CH	OR	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	YES	Weiter: nimm die Arbeitseinheit.	Weiter im laufenden Gang: nimm dieselbe Arbeitseinheit.	Weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	nimm die Arbeitseinheit	nimm dieselbe Arbeitseinheit	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
50	G407-E0281	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	cholor	OL+OR	OL	CH	OR	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	3	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	YES	Weiter: nimm die Arbeitseinheit.	Weiter im laufenden Gang: nimm die Arbeitseinheit.	Weiter im laufenden Gang nimm die Arbeitseinheit.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	YES	1:OL=weiter | 2:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
51	G407-E0282	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	chol	OL	OL	CH	OR	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	4	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	OR	die Arbeitseinheit	dieselbe Arbeitseinheit	1	1	YES	Weiter: nimm die Arbeitseinheit.	Weiter im laufenden Gang: nimm dieselbe Arbeitseinheit.	Weiter im laufenden Gang nimm die Arbeitseinheit [wie zuvor].	nimm die Arbeitseinheit	nimm dieselbe Arbeitseinheit	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
52	G407-E0292	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	oqotor	O+OT+OR	OT	CH	OR	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0291	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	YES	Danach: nimm die Arbeitseinheit; zur Ausführung.	Danach im laufenden Gang: nimm die Arbeitseinheit; zur Ausführung.	Danach im laufenden Gang nimm die Arbeitseinheit; als Ausführung.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	YES	1:O=zur Ausführung | 2:OT=danach | 3:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
53	G407-E0293	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	otor	OT+OR	OT	CH	OR	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0291	2	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	YES	Danach: nimm die Arbeitseinheit.	Danach im laufenden Gang: nimm die Arbeitseinheit.	Danach im laufenden Gang nimm die Arbeitseinheit.	nimm die Arbeitseinheit	nimm die Arbeitseinheit	YES	1:OT=danach | 2:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
54	G407-E0298	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	otchoshor	OT+CH+O+SH+OR	OT	CH|SH	OR	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E0298	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Danach: nimm die Arbeitseinheit und halte die Arbeitseinheit; zur Ausführung.	Danach: nimm die Arbeitseinheit und halte die Arbeitseinheit; zur Ausführung.	Danach nimm die Arbeitseinheit und halte die Arbeitseinheit; als Ausführung.	nimm die Arbeitseinheit und halte die Arbeitseinheit	nimm die Arbeitseinheit und halte die Arbeitseinheit	NO	1:OT=danach | 2:CH=nehmen | 3:O=zur Ausführung | 4:SH=halten | 5:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
55	G407-E0299	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qoty	OT+Y	OT	SH	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0298	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Pflanzenposten	NOT_APPLICABLE	0	0	YES	Danach: halte den Pflanzenposten.	Danach im laufenden Gang: halte den Pflanzenposten.	Danach im laufenden Gang halte den Pflanzenposten.	halte den Pflanzenposten	halte den Pflanzenposten	YES	1:OT=danach | 2:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
56	G407-E0300	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qotor	OT+OR	OT	SH	OR	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0298	2	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	YES	Danach: halte die Arbeitseinheit.	Danach im laufenden Gang: halte die Arbeitseinheit.	Danach im laufenden Gang halte die Arbeitseinheit.	halte die Arbeitseinheit	halte die Arbeitseinheit	YES	1:OT=danach | 2:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
57	G407-E0302	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	otar	OT+AR	OT	T	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0301	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Pflanzenposten	denselben Pflanzenposten	1	1	YES	Danach: stelle den Pflanzenposten ein; vom Ausgangsmaterial.	Danach im laufenden Gang: stelle denselben Pflanzenposten ein; vom Ausgangsmaterial.	Danach im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	stelle den Pflanzenposten ein	stelle denselben Pflanzenposten ein	YES	1:OT=danach | 2:AR=vom Ausgang	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
58	G407-E0305	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qotchy	OT+Y	OT	T	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0301	4	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Pflanzenposten	NOT_APPLICABLE	0	0	YES	Danach: stelle den Pflanzenposten ein.	Danach im laufenden Gang: stelle den Pflanzenposten ein.	Danach im laufenden Gang stelle den Pflanzenposten ein.	stelle den Pflanzenposten ein	stelle den Pflanzenposten ein	YES	1:OT=danach | 2:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
59	G407-E0306	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	OLD26_GDT407	qotor	OT+OR	OT	T	OR	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E0301	5	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	die Arbeitseinheit	NOT_APPLICABLE	0	0	YES	Danach: stelle die Arbeitseinheit ein.	Danach im laufenden Gang: stelle die Arbeitseinheit ein.	Danach im laufenden Gang stelle die Arbeitseinheit ein.	stelle die Arbeitseinheit ein	stelle die Arbeitseinheit ein	YES	1:OT=danach | 2:OR=die Einheit	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
60	G407-E0307	G407-S010	f11r	HERBAL	blühender dreikroniger Sodenstock	OLD26_GDT407	tshol	T+SH+OL	OL	T|SH	NONE	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E0307	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	NO_ARGUMENT	NONE	NONE	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: stelle ein und halte.	Weiter: stelle ein und halte.	Weiter stelle ein und halte.	stelle ein und halte	stelle ein und halte	NO	1:T=einstellen | 2:SH=halten | 3:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
61	G407-E0313	G407-S010	f11r	HERBAL	blühender dreikroniger Sodenstock	OLD26_GDT407	tchody	T+CH+O+DY	DY	T|CH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E0313	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Pflanzenposten	denselben Pflanzenposten	2	2	NOT_APPLICABLE	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung; schließe den Schritt.	Stelle denselben Pflanzenposten ein und nimm denselben Pflanzenposten; zur Ausführung; schließe den Schritt.	Stelle den Pflanzenposten [wie zuvor] ein und nimm den Pflanzenposten [wie zuvor]; als Ausführung; schließe den Schritt.	stelle den Pflanzenposten ein und nimm den Pflanzenposten	stelle denselben Pflanzenposten ein und nimm denselben Pflanzenposten	YES	1:T=einstellen | 2:CH=nehmen | 3:O=zur Ausführung | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
