gdt751_occurrence_id	pair_id	pair_side	surface	paired_surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	line_first	line_last	paragraph_start_line	paragraph_end_line	paragraph_first_token	paragraph_last_token	section	language	hand	left_surface	right_surface	direct_pair_contact	canonical_axes_inherited	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G751-O0098	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f43r	f43	f43r.9	5	5	1.000000	LAST	0	1	0	1	0	1	H	B	2	cheey	EDGE	0	LEVEL_II|PREPARATION	dshedy qotedy dor cheey odain	OPEN	0	0
G751-O0099	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f43r	f43	f43r.14	4	6	0.600000	MIDDLE	0	0	0	1	0	0	H	B	2	choteey	chy	0	LEVEL_II|PREPARATION	ykeody checkhy choteey odain chy chokoraiin	OPEN	0	0
G751-O0100	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f43v	f43	f43v.12	12	12	1.000000	LAST	0	1	0	0	0	0	H	B	2	aiin	EDGE	0	LEVEL_II|PREPARATION	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain	OPEN	0	0
G751-O0101	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f85r2	f85	f85r2.16	3	5	0.500000	MIDDLE	0	0	0	0	0	0	C	B	2	qodaiin	an	0	LEVEL_II|PREPARATION	oteey qodaiin odain an chey	OPEN	0	0
G751-O0102	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f95r1	f95	f95r1.1	9	9	1.000000	LAST	0	1	1	0	0	0	H	B	3	oty	EDGE	0	LEVEL_II|PREPARATION	kshdor chepchdy ofaiin ol oldaiin opshol qokaiin oty odain	OPEN	0	0
G751-O0103	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f102v1	f102	f102v1.23	7	8	0.857143	MIDDLE	0	0	0	0	0	0	P	A	1	olcheor	okchody	0	LEVEL_II|PREPARATION	ksheody sho qokey sheody qockhey olcheor odain okchody	OPEN	0	0
G751-O0104	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f104v	f104	f104v.40	5	7	0.666667	MIDDLE	0	0	0	1	0	0	S	B	3	aiin	orchedy	0	LEVEL_II|PREPARATION	qokeeey okchedy qokeey aiin odain orchedy qoky	OPEN	0	0
G751-O0105	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f106r	f106	f106r.22	3	10	0.222222	MIDDLE	0	0	1	0	0	0	S	B	3	olkeees	qokeedy	0	LEVEL_II|PREPARATION	tshodair olkeees odain qokeedy opchor aror pcheeody daiir opchedy opchody	OPEN	0	0
G751-O0106	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f107v	f107	f107v.33	4	11	0.300000	MIDDLE	0	0	0	0	0	0	S	B	3	qodaiin	aiin	0	LEVEL_II|PREPARATION	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy	OPEN	0	0
G751-O0107	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f107v	f107	f107v.36	10	10	1.000000	LAST	0	1	0	1	0	1	S	B	3	olkain	EDGE	0	LEVEL_II|PREPARATION	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain	OPEN	0	0
G751-O0108	G751-Q005	UNPREFIXED_SIDE	odain	qodain	f107v	f107	f107v.47	11	11	1.000000	LAST	0	1	0	0	0	0	S	B	3	okeey	EDGE	0	LEVEL_II|PREPARATION	y cheey qokeey okeoteey qokey qokey qokeey daiin y okeey odain	OPEN	0	0
G751-O0109	G751-Q006	Q_SIDE	qodal	odal	f51v	f51	f51v.4	2	9	0.125000	MIDDLE	0	0	0	0	0	0	H	A	1	otaiin	ytol	0	AMOUNT|MATERIAL|PREPARATION	otaiin qodal ytol cheodar s ody oteo daiin shokog	OPEN	0	0
G751-O0110	G751-Q006	Q_SIDE	qodal	odal	f52r	f52	f52r.6	3	8	0.285714	MIDDLE	0	0	0	0	0	0	H	A	1	shedaiin	dy	0	AMOUNT|MATERIAL|PREPARATION	daiin shedaiin qodal dy chokam otchordy okchol do	OPEN	0	0
G751-O0111	G751-Q006	Q_SIDE	qodal	odal	f53v	f53	f53v.9	3	6	0.400000	MIDDLE	0	0	0	0	0	0	H	A	1	shody	cthody	0	AMOUNT|MATERIAL|PREPARATION	octheody shody qodal cthody sheos shodaiin	OPEN	0	0
G751-O0112	G751-Q006	Q_SIDE	qodal	odal	f54v	f54	f54v.9	3	6	0.400000	MIDDLE	0	0	0	0	0	0	H	A	1	qockhey	ytam	0	AMOUNT|MATERIAL|PREPARATION	ydaiin qockhey qodal ytam okal dy	OPEN	0	0
G751-O0113	G751-Q006	Q_SIDE	qodal	odal	f85r1	f85	f85r1.8	7	11	0.600000	MIDDLE	0	0	0	0	0	0	T	B	2	otchy	daiin	0	AMOUNT|MATERIAL|PREPARATION	daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin dal shdar oram	OPEN	0	0
G751-O0114	G751-Q006	Q_SIDE	qodal	odal	f104r	f104	f104r.35	4	8	0.428571	MIDDLE	0	0	0	1	0	0	S	B	3	chedaiin	chey	0	AMOUNT|MATERIAL|PREPARATION	yshoiin qocheol chedaiin qodal chey chol cheol olaly	OPEN	0	0
G751-O0115	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f4r	f4	f4r.10	1	4	0.000000	FIRST	1	0	0	0	0	0	H	A	1	EDGE	shor	0	AMOUNT|MATERIAL|PREPARATION	odal shor shyshol cphaiin	OPEN	0	0
G751-O0116	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f23r	f23	f23r.10	6	10	0.555556	MIDDLE	0	0	0	0	0	0	H	A	1	yteain	chal	0	AMOUNT|MATERIAL|PREPARATION	qok okaiin chkchy s yteain odal chal dy dar ykain	OPEN	0	0
G751-O0117	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f39r	f39	f39r.9	3	5	0.500000	MIDDLE	0	0	0	1	0	0	H	B	2	shol	qokaiin	0	AMOUNT|MATERIAL|PREPARATION	tchedy shol odal qokaiin shdaiin	OPEN	0	0
G751-O0118	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f45v	f45	f45v.8	2	7	0.166667	MIDDLE	0	0	0	0	0	0	H	A	1	yksheor	sho	0	AMOUNT|MATERIAL|PREPARATION	yksheor odal sho dy pchom otor oaiir	OPEN	0	0
G751-O0119	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f48r	f48	f48r.3	10	13	0.750000	MIDDLE	0	0	0	0	0	0	H	B	5	dol	qotar	0	AMOUNT|MATERIAL|PREPARATION	sheody she teoteey oteodaiin ody qoteo l kedy dol odal qotar opchety ldy	OPEN	0	0
G751-O0120	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f77v	f77	f77v.6	4	11	0.300000	MIDDLE	0	0	1	0	0	0	B	B	2	qotol	chal	0	AMOUNT|MATERIAL|PREPARATION	qetedy shedy qotol odal chal dar qopshedy qotedy qotedy qokedy dal	OPEN	0	0
G751-O0121	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f89v1	f89	f89v1.14	3	10	0.222222	MIDDLE	0	0	0	0	0	0	P	A	1	ykeey	shoky	0	AMOUNT|MATERIAL|PREPARATION	ykeey ykeey odal shoky okol chody okoaiin dal chdy daldaldy	OPEN	0	0
G751-O0122	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f105r	f105	f105r.16	4	7	0.500000	MIDDLE	0	0	0	1	0	0	S	B	3	aiin	oiir	0	AMOUNT|MATERIAL|PREPARATION	yteody oteeeos aiin odal oiir okeedy oral	OPEN	0	0
G751-O0123	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f105v	f105	f105v.23	2	10	0.111111	MIDDLE	0	0	1	0	0	0	S	B	3	tcholkaiin	kl	0	AMOUNT|MATERIAL|PREPARATION	tcholkaiin odal kl chees aiiin shees qopdaiin chods alkeey paradam	OPEN	0	0
G751-O0124	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f106v	f106	f106v.34	8	12	0.636364	MIDDLE	0	0	1	0	0	0	S	B	3	ar	pcheody	0	AMOUNT|MATERIAL|PREPARATION	pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam	OPEN	0	0
G751-O0125	G751-Q006	UNPREFIXED_SIDE	odal	qodal	f113v	f113	f113v.8	6	11	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	chokam	sheckhy	0	AMOUNT|MATERIAL|PREPARATION	ycheody qokeeor choltar olkam chokam odal sheckhy qokchedy otor otar toky	OPEN	0	0
G751-O0126	G751-Q007	Q_SIDE	qoeees	oeees	f18v	f18	f18v.2	1	9	0.000000	FIRST	1	0	0	0	0	0	H	A	1	EDGE	or	0	AMOUNT	qoeees or oaiin shy okshy qokchy qokchy s g	OPEN	0	0
G751-O0127	G751-Q007	Q_SIDE	qoeees	oeees	f105v	f105	f105v.9	2	14	0.076923	MIDDLE	0	0	0	0	0	0	S	B	3	lcheey	y	0	AMOUNT	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	OPEN	0	0
G751-O0128	G751-Q007	Q_SIDE	qoeees	oeees	f113v	f113	f113v.42	4	13	0.250000	MIDDLE	0	0	1	0	0	0	S	B	3	dy	aiin	0	AMOUNT	pol keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol	OPEN	0	0
G751-O0129	G751-Q007	UNPREFIXED_SIDE	oeees	qoeees	f9v	f9	f9v.3	8	9	0.875000	MIDDLE	0	0	0	0	0	0	H	A	1	oky	daiin	0	PREPARATION	ykey chor ykaiin daiin cthy otaiin oky oeees daiin	OPEN	0	0
G751-O0130	G751-Q007	UNPREFIXED_SIDE	oeees	qoeees	f13r	f13	f13r.3	5	11	0.400000	MIDDLE	0	0	0	0	0	0	H	A	1	shaiin	ykor	0	PREPARATION	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	OPEN	0	0
G751-O0131	G751-Q007	UNPREFIXED_SIDE	oeees	qoeees	f16r	f16	f16r.6	3	7	0.333333	MIDDLE	0	0	0	0	0	0	H	A	1	dyky	deeeod	0	PREPARATION	oshaiin dyky oeees deeeod aiin d toaiin	OPEN	0	0
G751-O0132	G751-Q007	UNPREFIXED_SIDE	oeees	qoeees	f24r	f24	f24r.15	2	5	0.250000	MIDDLE	0	0	0	0	0	0	H	A	1	ockhoees	ol	0	PREPARATION	ockhoees oeees ol dal s	OPEN	0	0
G751-O0133	G751-Q007	UNPREFIXED_SIDE	oeees	qoeees	f86v5	f86	f86v5.27	9	11	0.800000	MIDDLE	0	0	0	0	0	0	T	B	2	odar	aral	0	PREPARATION	pchor ypchor aiin otar shody pchykar ytar odar oeees aral om	OPEN	0	0
G751-O0134	G751-Q007	UNPREFIXED_SIDE	oeees	qoeees	f102v2	f102	f102v2.21	9	14	0.615385	MIDDLE	0	0	0	0	0	0	P	A	1	oiin	okear	0	PREPARATION	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	OPEN	0	0
G751-O0135	G751-Q008	Q_SIDE	qoiiin	oiiin	f43r	f43	f43r.8	5	12	0.363636	MIDDLE	0	0	0	0	0	0	H	B	2	shy	sheeeky	0	PREPARATION	ytchedy chedy cheody shy qoiiin sheeeky chedy dain shy ykolor otaiin old	OPEN	0	0
G751-O0136	G751-Q008	Q_SIDE	qoiiin	oiiin	f104v	f104	f104v.36	4	6	0.600000	MIDDLE	0	0	0	1	0	0	S	B	3	sheos	okeedy	0	PREPARATION	sar aiir sheos qoiiin okeedy qokcheodaiin	OPEN	0	0
G751-O0137	G751-Q008	Q_SIDE	qoiiin	oiiin	f111v	f111	f111v.50	2	12	0.090909	MIDDLE	0	0	0	0	0	0	S	B	3	shaiin	okain	0	PREPARATION	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	OPEN	0	0
G751-O0138	G751-Q008	Q_SIDE	qoiiin	oiiin	f112r	f112	f112r.32	10	13	0.750000	MIDDLE	0	0	0	0	0	0	S	B	3	okeechy	oteey	0	PREPARATION	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	OPEN	0	0
G751-O0139	G751-Q008	UNPREFIXED_SIDE	oiiin	qoiiin	f55r	f55	f55r.12	4	10	0.333333	MIDDLE	0	0	0	0	0	0	H	B	2	dl	daiin	0	PREPARATION	oain ckhy dl oiiin daiin okaiin chelal qokaiin okain r	OPEN	0	0
G751-O0140	G751-Q008	UNPREFIXED_SIDE	oiiin	qoiiin	f78v	f78	f78v.30	6	10	0.555556	MIDDLE	0	0	0	0	0	0	B	B	2	or	okal	0	PREPARATION	sal shol sain sheety or oiiin okal oltal qokar ary	OPEN	0	0
G751-O0141	G751-Q008	UNPREFIXED_SIDE	oiiin	qoiiin	f81v	f81	f81v.27	2	7	0.166667	MIDDLE	0	0	0	1	0	0	B	B	2	dsheol	olkeedy	0	PREPARATION	dsheol oiiin olkeedy tedy cheky shckhedy chal	OPEN	0	0
G751-O0142	G751-Q008	UNPREFIXED_SIDE	oiiin	qoiiin	f89r1	f89	f89r1.9	3	9	0.250000	MIDDLE	0	0	0	0	0	0	P	A	1	s	daiin	0	PREPARATION	yshor s oiiin daiin qokeey daiin ckhol qokain cheamy	OPEN	0	0
G751-O0143	G751-Q008	UNPREFIXED_SIDE	oiiin	qoiiin	f105v	f105	f105v.10	4	16	0.200000	MIDDLE	0	0	0	0	0	0	S	B	3	che	dal	0	PREPARATION	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	OPEN	0	0
G751-O0144	G751-Q008	UNPREFIXED_SIDE	oiiin	qoiiin	f113r	f113	f113r.14	5	13	0.333333	MIDDLE	0	0	0	0	0	0	S	B	3	chol	qoksheoy	0	PREPARATION	ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al	OPEN	0	0
G751-O0145	G751-Q008	UNPREFIXED_SIDE	oiiin	qoiiin	f115v	f115	f115v.38	1	13	0.000000	FIRST	1	0	0	0	0	0	S	B	3	EDGE	chees	0	PREPARATION	oiiin chees otairos loedy cheo keeo llchs o l r aiiin chkain sham	OPEN	0	0
G751-O0146	G751-Q009	Q_SIDE	qoin	oin	f75v	f75	f75v.41	5	15	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	shey	ol	0	PREPARATION|PROCESS	sal shedy qokain shey qoin ol shey ol shey qoky qol cheey chl or sheolo	OPEN	0	0
G751-O0147	G751-Q009	UNPREFIXED_SIDE	oin	qoin	f77r	f77	f77r.22	5	10	0.444444	MIDDLE	0	0	0	0	0	0	B	B	2	r	chy	0	PREPARATION	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	OPEN	0	0
G751-O0148	G751-Q009	UNPREFIXED_SIDE	oin	qoin	f106r	f106	f106r.16	2	12	0.090909	MIDDLE	0	0	0	0	0	0	S	B	3	soin	okain	0	PREPARATION	soin oin okain aiin arol ocheedy lkeeeody daiin chedar okol otar chdam	OPEN	0	0
G751-O0149	G751-Q010	Q_SIDE	qokaiin	okaiin	f9v	f9	f9v.2	10	11	0.900000	MIDDLE	0	0	0	0	0	0	H	A	1	oty	dy	0	HOT|LEVEL_III	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	OPEN	0	0
G751-O0150	G751-Q010	Q_SIDE	qokaiin	okaiin	f15r	f15	f15r.3	1	6	0.000000	FIRST	1	0	0	0	0	0	H	A	1	EDGE	qotchy	0	HOT|LEVEL_III	qokaiin qotchy tydy daiin chol cthy	OPEN	0	0
G751-O0151	G751-Q010	Q_SIDE	qokaiin	okaiin	f15r	f15	f15r.9	2	7	0.166667	MIDDLE	0	0	0	0	0	0	H	A	1	octhain	chos	0	HOT|LEVEL_III	octhain qokaiin chos odaiin cthl s y	OPEN	0	0
G751-O0152	G751-Q010	Q_SIDE	qokaiin	okaiin	f15v	f15	f15v.10	5	5	1.000000	LAST	0	1	0	0	0	0	H	A	1	cthy	EDGE	0	HOT|LEVEL_III	sor chor cthoiin cthy qokaiin	OPEN	0	0
G751-O0153	G751-Q010	Q_SIDE	qokaiin	okaiin	f23r	f23	f23r.6	4	12	0.272727	MIDDLE	0	0	1	0	0	0	H	A	1	kor	yky	0	HOT|LEVEL_III	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	OPEN	0	0
G751-O0154	G751-Q010	Q_SIDE	qokaiin	okaiin	f23r	f23	f23r.8	4	10	0.333333	MIDDLE	0	0	0	0	0	0	H	A	1	daiir	olol	0	HOT|LEVEL_III	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	OPEN	0	0
G751-O0155	G751-Q010	Q_SIDE	qokaiin	okaiin	f23v	f23	f23v.8	1	9	0.000000	FIRST	1	0	0	0	0	0	H	A	1	EDGE	dain	0	HOT|LEVEL_III	qokaiin dain qokor okal g dam chor olol dam	OPEN	0	0
G751-O0156	G751-Q010	Q_SIDE	qokaiin	okaiin	f29r	f29	f29r.7	4	7	0.500000	MIDDLE	0	0	0	0	0	0	H	A	1	shokchy	choety	0	HOT|LEVEL_III	qokchy chol shokchy qokaiin choety choty kaiin	OPEN	0	0
G751-O0157	G751-Q010	Q_SIDE	qokaiin	okaiin	f37r	f37	f37r.2	7	9	0.750000	MIDDLE	0	0	0	0	0	0	H	A	1	ytody	sho	0	HOT|LEVEL_III	ykoiin cthor okaiin qo tchy ytody qokaiin sho ytaiin	OPEN	0	0
G751-O0158	G751-Q010	Q_SIDE	qokaiin	okaiin	f37r	f37	f37r.3	3	8	0.285714	MIDDLE	0	0	0	1	0	0	H	A	1	shy	cthol	0	HOT|LEVEL_III	qo shy qokaiin cthol dy ckhor oky dy	OPEN	0	0
G751-O0159	G751-Q010	Q_SIDE	qokaiin	okaiin	f37r	f37	f37r.8	3	8	0.285714	MIDDLE	0	0	1	0	0	0	H	A	1	chorody	ory	0	HOT|LEVEL_III	koiin chorody qokaiin ory otal shor sheor dar	OPEN	0	0
G751-O0160	G751-Q010	Q_SIDE	qokaiin	okaiin	f39r	f39	f39r.8	3	10	0.222222	MIDDLE	0	0	0	0	0	0	H	B	2	shedy	chkeey	0	HOT|LEVEL_III	lchedy shedy qokaiin chkeey fchedy okam chy saiin chckhy daisog	OPEN	0	0
G751-O0161	G751-Q010	Q_SIDE	qokaiin	okaiin	f39r	f39	f39r.9	4	5	0.750000	MIDDLE	0	0	0	1	0	0	H	B	2	odal	shdaiin	0	HOT|LEVEL_III	tchedy shol odal qokaiin shdaiin	OPEN	0	0
G751-O0162	G751-Q010	Q_SIDE	qokaiin	okaiin	f39r	f39	f39r.13	4	11	0.300000	MIDDLE	0	0	0	0	0	0	H	B	2	shey	chor	0	HOT|LEVEL_III	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy s aiin	OPEN	0	0
G751-O0163	G751-Q010	Q_SIDE	qokaiin	okaiin	f39v	f39	f39v.3	9	11	0.800000	MIDDLE	0	0	0	0	0	0	H	B	2	aiin	ytodaiin	0	HOT|LEVEL_III	daiin chor okain okaii fchody saiin or aiin qokaiin ytodaiin okam	OPEN	0	0
G751-O0164	G751-Q010	Q_SIDE	qokaiin	okaiin	f40v	f40	f40v.2	2	4	0.333333	MIDDLE	0	0	0	0	0	0	H	B	2	todar	ol	0	HOT|LEVEL_III	todar qokaiin ol arag	OPEN	0	0
G751-O0165	G751-Q010	Q_SIDE	qokaiin	okaiin	f40v	f40	f40v.10	3	4	0.666667	MIDDLE	0	0	0	0	0	0	H	B	2	tchedy	oraiin	0	HOT|LEVEL_III	tchkaiin tchedy qokaiin oraiin	OPEN	0	0
G751-O0166	G751-Q010	Q_SIDE	qokaiin	okaiin	f40v	f40	f40v.17	3	8	0.285714	MIDDLE	0	0	0	0	0	0	H	B	2	qokeedy	okeos	0	HOT|LEVEL_III	tochey qokeedy qokaiin okeos qokar okees ar oky	OPEN	0	0
G751-O0167	G751-Q010	Q_SIDE	qokaiin	okaiin	f45r	f45	f45r.2	5	10	0.444444	MIDDLE	0	0	0	0	0	0	H	A	1	qokol	chol	0	HOT|LEVEL_III	shor cthy qoky qokol qokaiin chol chol ykaiin dar om	OPEN	0	0
G751-O0168	G751-Q010	Q_SIDE	qokaiin	okaiin	f46r	f46	f46r.7	3	14	0.153846	MIDDLE	0	0	0	0	0	0	H	B	2	shol	ytchdy	0	HOT|LEVEL_III	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m	OPEN	0	0
G751-O0169	G751-Q010	Q_SIDE	qokaiin	okaiin	f50r	f50	f50r.4	5	10	0.444444	MIDDLE	0	0	0	0	0	0	H	B	2	qokchdy	or	0	HOT|LEVEL_III	tchdy qokas chedy qokchdy qokaiin or ar alol keodaiin ols	OPEN	0	0
G751-O0170	G751-Q010	Q_SIDE	qokaiin	okaiin	f54v	f54	f54v.8	4	7	0.500000	MIDDLE	0	0	0	0	0	0	H	A	1	aim	yteal	0	HOT|LEVEL_III	daiino d aim qokaiin yteal okal om	OPEN	0	0
G751-O0171	G751-Q010	Q_SIDE	qokaiin	okaiin	f55r	f55	f55r.12	8	10	0.777778	MIDDLE	0	0	0	0	0	0	H	B	2	chelal	okain	0	HOT|LEVEL_III	oain ckhy dl oiiin daiin okaiin chelal qokaiin okain r	OPEN	0	0
G751-O0172	G751-Q010	Q_SIDE	qokaiin	okaiin	f55v	f55	f55v.5	1	8	0.000000	FIRST	1	0	0	0	0	0	H	B	2	EDGE	chaiin	0	HOT|LEVEL_III	qokaiin chaiin ykain ykan ody daiin chedy talam	OPEN	0	0
G751-O0173	G751-Q010	Q_SIDE	qokaiin	okaiin	f55v	f55	f55v.8	3	11	0.200000	MIDDLE	0	0	0	0	0	0	H	B	2	chedy	okar	0	HOT|LEVEL_III	tar chedy qokaiin okar qol otar cho ar talody okar y	OPEN	0	0
G751-O0174	G751-Q010	Q_SIDE	qokaiin	okaiin	f58r	f58	f58r.10	10	12	0.818182	MIDDLE	0	0	0	0	0	0	S	A	3	cheam	ote	0	HOT|LEVEL_III	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	OPEN	0	0
G751-O0175	G751-Q010	Q_SIDE	qokaiin	okaiin	f58r	f58	f58r.32	2	9	0.125000	MIDDLE	0	0	0	0	0	0	S	A	3	oqotaly	chtaldy	0	HOT|LEVEL_III	oqotaly qokaiin chtaldy qoky dar al chol taly qokaldy	OPEN	0	0
G751-O0176	G751-Q010	Q_SIDE	qokaiin	okaiin	f58v	f58	f58v.4	8	12	0.636364	MIDDLE	0	0	0	0	0	0	S	A	3	qokal	qokaly	0	HOT|LEVEL_III	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	OPEN	0	0
G751-O0177	G751-Q010	Q_SIDE	qokaiin	okaiin	f58v	f58	f58v.9	5	8	0.571429	MIDDLE	0	0	0	0	0	0	S	A	3	tcholy	qokaiinos	0	HOT|LEVEL_III	salal qolaiin chockhey tcholy qokaiin qokaiinos orcheey olaly	OPEN	0	0
G751-O0178	G751-Q010	Q_SIDE	qokaiin	okaiin	f58v	f58	f58v.10	7	10	0.666667	MIDDLE	0	0	0	0	0	0	S	A	3	qokals	okal	0	HOT|LEVEL_III	ykair shey key ctholy qotalom qokals qokaiin okal okaldy ory	OPEN	0	0
G751-O0179	G751-Q010	Q_SIDE	qokaiin	okaiin	f76r	f76	f76r.28	7	13	0.500000	MIDDLE	0	0	0	0	0	0	T	B	2	chodaiin	chey	0	HOT|LEVEL_III	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	OPEN	0	0
G751-O0180	G751-Q010	Q_SIDE	qokaiin	okaiin	f76r	f76	f76r.32	8	14	0.538462	MIDDLE	0	0	0	0	0	0	T	B	2	dalshedy	cheol	0	HOT|LEVEL_III	cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy	OPEN	0	0
G751-O0181	G751-Q010	Q_SIDE	qokaiin	okaiin	f76r	f76	f76r.45	7	13	0.500000	MIDDLE	0	0	0	0	0	0	T	B	2	shey	okeedy	0	HOT|LEVEL_III	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	OPEN	0	0
G751-O0182	G751-Q010	Q_SIDE	qokaiin	okaiin	f76r	f76	f76r.50	6	8	0.714286	MIDDLE	0	0	0	1	0	0	T	B	2	olkedy	otal	0	HOT|LEVEL_III	pchedy sal dol shdy olkedy qokaiin otal rory	OPEN	0	0
G751-O0183	G751-Q010	Q_SIDE	qokaiin	okaiin	f76r	f76	f76r.56	1	6	0.000000	FIRST	1	0	0	1	0	0	T	B	2	EDGE	ol	0	HOT|LEVEL_III	qokaiin ol shedy qokeey or shdy	OPEN	0	0
G751-O0184	G751-Q010	Q_SIDE	qokaiin	okaiin	f76v	f76	f76v.26	2	10	0.111111	MIDDLE	0	0	0	0	0	0	B	B	2	dshol	ches	0	HOT|LEVEL_III	dshol qokaiin ches daiin checkhy oteoldy qokeey chckhy lar aly	OPEN	0	0
G751-O0185	G751-Q010	Q_SIDE	qokaiin	okaiin	f76v	f76	f76v.32	5	10	0.444444	MIDDLE	0	0	0	0	0	0	B	B	2	chedy	chedy	0	HOT|LEVEL_III	tain sheey qotain chedy qokaiin chedy taiin chckhedy otol oty	OPEN	0	0
G751-O0186	G751-Q010	Q_SIDE	qokaiin	okaiin	f76v	f76	f76v.39	3	11	0.200000	MIDDLE	0	0	0	0	0	0	B	B	2	lshedy	shedy	0	HOT|LEVEL_III	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy	OPEN	0	0
G751-O0187	G751-Q010	Q_SIDE	qokaiin	okaiin	f76v	f76	f76v.40	7	11	0.600000	MIDDLE	0	0	0	0	0	0	B	B	2	chey	cheedy	0	HOT|LEVEL_III	sol shedy qoky daiin shedy chey qokaiin cheedy qo char aiin	OPEN	0	0
G751-O0188	G751-Q010	Q_SIDE	qokaiin	okaiin	f77r	f77	f77r.11	2	9	0.125000	MIDDLE	0	0	0	0	0	0	B	B	2	qoteedy	shedy	0	HOT|LEVEL_III	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	OPEN	0	0
G751-O0189	G751-Q010	Q_SIDE	qokaiin	okaiin	f77r	f77	f77r.14	5	8	0.571429	MIDDLE	0	0	0	0	0	0	B	B	2	qoteedy	shedy	0	HOT|LEVEL_III	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	OPEN	0	0
G751-O0190	G751-Q010	Q_SIDE	qokaiin	okaiin	f77r	f77	f77r.15	5	10	0.444444	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	sheety	0	HOT|LEVEL_III	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	OPEN	0	0
G751-O0191	G751-Q010	Q_SIDE	qokaiin	okaiin	f77r	f77	f77r.16	4	8	0.428571	MIDDLE	0	0	0	0	0	0	B	B	2	chedy	shedy	0	HOT|LEVEL_III	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	OPEN	0	0
G751-O0192	G751-Q010	Q_SIDE	qokaiin	okaiin	f77r	f77	f77r.23	2	8	0.142857	MIDDLE	0	0	0	0	0	0	B	B	2	sheoky	chedy	0	HOT|LEVEL_III	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	OPEN	0	0
G751-O0193	G751-Q010	Q_SIDE	qokaiin	okaiin	f77r	f77	f77r.26	3	6	0.400000	MIDDLE	0	0	0	0	0	0	B	B	2	qokeedy	chcthy	0	HOT|LEVEL_III	qoteedy qokeedy qokaiin chcthy lchedy qokaly	OPEN	0	0
G751-O0194	G751-Q010	Q_SIDE	qokaiin	okaiin	f77r	f77	f77r.30	1	7	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	chckhey	0	HOT|LEVEL_III	qokaiin chckhey sa iin qolkain cheeky lol	OPEN	0	0
