event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	atomic_card_value_de	product_or_job	complete_workshop_expansion_de	visible_owner	terminal_status
369	B5-S003	B5	f83r	aiin	MC039	Sollmaß	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
370	B5-S003	B5	f83r	sol	MC153	weiter	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
371	B5-S003	B5	f83r	daiiin	MC172	Endstufe	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
372	B5-S003	B5	f83r	chedy	MC074	überführen	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	linker offener Fransen-Endposten	NONCLOSE
373	B6-S001	B6	f83r	solkeey	MC020	Langsammlung	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
374	B6-S001	B6	f83r	qekey	MC052	Kurzbearbeitung	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
375	B6-S001	B6	f83r	raly	MC046	Endposten	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
376	B6-S001	B6	f83r	ol	MC153	weiter	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
377	B6-S001	B6	f83r	daiin	MC039	Sollmaß	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
378	B6-S001	B6	f83r	ol	MC153	weiter	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
379	B6-S001	B6	f83r	dain	MC059	Einlage	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
380	B6-S001	B6	f83r	chey	MC123	dies	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
381	B6-S001	B6	f83r	ldalor	MC101	Endziel	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
