component_recipe	register	event_count	owner_count	context_state_key_count	distinct_clause_count	context_required	naive_first_event_id	naive_first_clause_mismatch_count	safe_context_free_reading_de
OK+E+DY	HERBAL	2	1	2	2	YES	G407-E4474	1	Setze auf Grad I; schließe den Schritt.
OK+E+DY	PHARMA	1	1	1	1	NO	G407-E4191	0	Setze auf Grad I; schließe den Schritt.
OK+E+D_ADDR	BIOLOGICAL	3	3	3	3	YES	G407-E1708	2	Setze auf Grad I hier.
OK+E+D_ADDR+AL+OR	BIOLOGICAL	1	1	1	1	NO	G407-E2386	0	Setze die Einheit am Zielort auf Grad I hier.
OK+E+D_ADDR+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2218	0	Setze vom Ausgang auf Grad I hier.
OK+E+D_ADDR+OL	BIOLOGICAL	1	1	1	1	NO	G407-E3617	0	Weiter: Setze auf Grad I hier.
OK+E+D_ADDR+OR	BIOLOGICAL	1	1	1	1	NO	G407-E2312	0	Setze die Einheit auf Grad I hier.
OK+E+O	CELESTIAL	5	4	3	3	YES	G407-E0937	4	Setze auf Grad I als Ausführung.
OK+E+O	PHARMA	3	3	2	2	YES	G407-E3941	1	Setze auf Grad I als Ausführung.
OK+E+O+AL	CELESTIAL	1	1	1	1	NO	G407-E1256	0	Setze am Zielort auf Grad I als Ausführung.
OK+E+O+AM_ADDR	PHARMA	2	2	2	2	YES	G407-E3820	1	Setze auf Grad I als Ausführung hier.
OK+E+O+CH+Y	CELESTIAL	1	1	1	1	NO	G407-E1010	0	Setze den Posten; nimm den Posten auf Grad I als Ausführung.
OK+E+O+D_ADDR+AL+Y	CELESTIAL	2	2	1	1	NO	G407-E1087	0	Setze den Posten am Zielort auf Grad I als Ausführung hier.
OK+E+O+D_ADDR+Y	CELESTIAL	2	2	1	1	NO	G407-E1340	0	Setze den Posten auf Grad I als Ausführung hier.
OK+E+O+D_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E0700	0	Setze den Posten auf Grad I als Ausführung hier.
OK+E+O+D_ADDR+Y	PHARMA	9	5	1	1	NO	G407-E3822	0	Setze den Posten auf Grad I als Ausführung hier.
OK+E+O+S	CELESTIAL	2	2	2	2	YES	G407-E1319	1	Setze; wähle auf Grad I als Ausführung.
OK+E+O+S+AR	CELESTIAL	1	1	1	1	NO	G407-E1127	0	Setze; wähle vom Ausgang auf Grad I als Ausführung.
OK+E+O+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3368	0	Setze den Posten auf Grad I als Ausführung.
OK+E+O+Y	PHARMA	1	1	1	1	NO	G407-E4372	0	Setze den Posten auf Grad I als Ausführung.
OK+E+OL	BIOLOGICAL	3	3	1	1	NO	G407-E2173	0	Weiter: Setze auf Grad I.
OK+E+OL	CELESTIAL	2	2	1	1	NO	G407-E1148	0	Weiter: Setze auf Grad I.
OK+E+OL	PHARMA	10	4	2	2	YES	G407-E3827	2	Weiter: Setze auf Grad I.
OK+E+OL+AIIN	CELESTIAL	1	1	1	1	NO	G407-E1312	0	Weiter: Setze den Wert auf Grad I.
OK+E+OR	BIOLOGICAL	3	3	1	1	NO	G407-E1851	0	Setze die Einheit auf Grad I.
OK+E+OR	CELESTIAL	1	1	1	1	NO	G407-E1210	0	Setze die Einheit auf Grad I.
OK+E+OR	HERBAL	1	1	1	1	NO	G407-E0548	0	Setze die Einheit auf Grad I.
OK+E+OR	PHARMA	2	2	1	1	NO	G407-E3921	0	Setze die Einheit auf Grad I.
OK+E+S+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2889	0	Setze; wähle auf Grad I; schließe den Schritt.
OK+E+Y	BIOLOGICAL	22	11	1	1	NO	G407-E1472	0	Setze den Posten auf Grad I.
OK+E+Y	CELESTIAL	1	1	1	1	NO	G407-E1003	0	Setze den Posten auf Grad I.
OK+E+Y	PHARMA	4	3	1	1	NO	G407-E4085	0	Setze den Posten auf Grad I.
OK+EE	CELESTIAL	1	1	1	1	NO	G407-E1324	0	Setze auf Grad II.
OK+EE+AL	BIOLOGICAL	2	2	1	1	NO	G407-E1898	0	Setze am Zielort auf Grad II.
OK+EE+DY	BIOLOGICAL	77	13	5	5	YES	G407-E1458	23	Setze auf Grad II; schließe den Schritt.
OK+EE+DY	CELESTIAL	1	1	1	1	NO	G407-E1151	0	Setze auf Grad II; schließe den Schritt.
OK+EE+DY	HERBAL	1	1	1	1	NO	G407-E0698	0	Setze auf Grad II; schließe den Schritt.
OK+EE+DY+OL	BIOLOGICAL	1	1	1	1	NO	G407-E1682	0	Weiter: Setze auf Grad II; schließe den Schritt.
OK+EE+D_ADDR	BIOLOGICAL	4	4	2	2	YES	G407-E1860	1	Setze auf Grad II hier.
OK+EE+O	BIOLOGICAL	1	1	1	1	NO	G407-E1886	0	Setze auf Grad II als Ausführung.
OK+EE+O	CELESTIAL	1	1	1	1	NO	G407-E1387	0	Setze auf Grad II als Ausführung.
OK+EE+O+D_ADDR	HERBAL	1	1	1	1	NO	G407-E4539	0	Setze auf Grad II als Ausführung hier.
OK+EE+O+D_ADDR+Y	CELESTIAL	3	2	1	1	NO	G407-E1016	0	Setze den Posten auf Grad II als Ausführung hier.
OK+EE+OL	BIOLOGICAL	1	1	1	1	NO	G407-E3727	0	Weiter: Setze auf Grad II.
OK+EE+OL	CELESTIAL	2	2	2	2	YES	G407-E1306	1	Weiter: Setze auf Grad II.
OK+EE+OL	PHARMA	2	2	1	1	NO	G407-E4131	0	Weiter: Setze auf Grad II.
OK+EE+OL+S	CELESTIAL	1	1	1	1	NO	G407-E1206	0	Weiter: Setze; wähle auf Grad II.
OK+EE+OR	BIOLOGICAL	1	1	1	1	NO	G407-E3181	0	Setze die Einheit auf Grad II.
OK+EE+S	BIOLOGICAL	2	2	2	2	YES	G407-E1891	1	Setze; wähle auf Grad II.
OK+EE+S	CELESTIAL	2	2	1	1	NO	G407-E1208	0	Setze; wähle auf Grad II.
OK+EE+Y	BIOLOGICAL	42	14	1	1	NO	G407-E1426	0	Setze den Posten auf Grad II.
OK+EE+Y	CELESTIAL	5	5	1	1	NO	G407-E1050	0	Setze den Posten auf Grad II.
OK+EE+Y	HERBAL	5	2	1	1	NO	G407-E0818	0	Setze den Posten auf Grad II.
OK+EE+Y	PHARMA	14	7	1	1	NO	G407-E3859	0	Setze den Posten auf Grad II.
OK+EE+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0191	0	Setze den Posten auf Grad II.
OK+EE+Y+L	PHARMA	1	1	1	1	NO	G407-E4344	0	Setze den Posten über die Verbindung auf Grad II.
OK+EEE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3363	0	Setze auf Grad III; schließe den Schritt.
OK+EEE+DY	CELESTIAL	1	1	1	1	NO	G407-E1039	0	Setze auf Grad III; schließe den Schritt.
OK+EEE+Y	BIOLOGICAL	2	1	1	1	NO	G407-E3307	0	Setze den Posten auf Grad III.
OK+EEE+Y	CELESTIAL	1	1	1	1	NO	G407-E1337	0	Setze den Posten auf Grad III.
OK+EEE+Y	HERBAL	1	1	1	1	NO	G407-E0702	0	Setze den Posten auf Grad III.
OK+EEE+Y	PHARMA	1	1	1	1	NO	G407-E4317	0	Setze den Posten auf Grad III.
OK+IIN+R	CELESTIAL	1	1	1	1	NO	G407-E1150	0	Setze; markiere auf der bezeichneten Stufe.
OK+IIN+R	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0147	0	Setze; markiere auf der bezeichneten Stufe.
OK+O	HERBAL	1	1	1	1	NO	G407-E4542	0	Setze als Ausführung.
OK+O+AIIN	CELESTIAL	1	1	1	1	NO	G407-E1023	0	Setze den Wert als Ausführung.
OK+O+DY	PHARMA	1	1	1	1	NO	G407-E3992	0	Setze als Ausführung; schließe den Schritt.
OK+O+D_ADDR	PHARMA	1	1	1	1	NO	G407-E4064	0	Setze als Ausführung hier.
OK+O+D_ADDR+AIIN	HERBAL	1	1	1	1	NO	G407-E0665	0	Setze den Wert als Ausführung hier.
OK+O+E+OR	HERBAL	1	1	1	1	NO	G407-E0658	0	Setze die Einheit auf Grad I als Ausführung.
OK+O+E+S	CELESTIAL	1	1	1	1	NO	G407-E0910	0	Setze; wähle auf Grad I als Ausführung.
OK+O+IIN	BIOLOGICAL	1	1	1	1	NO	G407-E3403	0	Setze auf der bezeichneten Stufe als Ausführung.
OK+O+IIN	PHARMA	1	1	1	1	NO	G407-E4371	0	Setze auf der bezeichneten Stufe als Ausführung.
OK+O+Y	CELESTIAL	1	1	1	1	NO	G407-E1156	0	Setze den Posten als Ausführung.
OK+OK+CH+Y	HERBAL	1	1	1	1	NO	G407-E0871	0	Setze den Posten; setze den Posten; nimm den Posten.
OK+OL	BIOLOGICAL	5	3	3	3	YES	G407-E2395	4	Weiter: Setze.
OK+OL	CELESTIAL	3	2	2	2	YES	G407-E0954	1	Weiter: Setze.
OK+OL	HERBAL	8	6	2	2	YES	G407-E0268	3	Weiter: Setze.
OK+OL	PHARMA	10	4	2	2	YES	G407-E3851	1	Weiter: Setze.
OK+OL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0184	0	Weiter: Setze.
OK+OL+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1807	0	Weiter: Setze; schließe den Schritt.
OK+OL+DY	PHARMA	1	1	1	1	NO	G407-E3888	0	Weiter: Setze; schließe den Schritt.
OK+OR	BIOLOGICAL	1	1	1	1	NO	G407-E2810	0	Setze die Einheit.
OK+OR	CELESTIAL	3	3	1	1	NO	G407-E1183	0	Setze die Einheit.
OK+OR	HERBAL	3	2	1	1	NO	G407-E0466	0	Setze die Einheit.
OK+OR	PHARMA	2	2	1	1	NO	G407-E3809	0	Setze die Einheit.
OK+OR+OR+Y	HERBAL	1	1	1	1	NO	G407-E0442	0	Setze die Einheit, die Einheit und den Posten.
OK+S+Y	HERBAL	1	1	1	1	NO	G407-E0820	0	Setze den Posten; wähle den Posten.
OK+SH	HERBAL	1	1	1	1	NO	G407-E4470	0	Setze; halte.
OK+SH+AL	HERBAL	1	1	1	1	NO	G407-E0579	0	Setze; halte am Zielort.
OK+SH+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1478	0	Setze; halte; schließe den Schritt.
OK+SH+E+DY	BIOLOGICAL	5	3	2	2	YES	G407-E1569	1	Setze; halte auf Grad I; schließe den Schritt.
OK+SH+E+Y	HERBAL	1	1	1	1	NO	G407-E4495	0	Setze den Posten; halte den Posten auf Grad I.
OK+SH+O	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0080	0	Setze; halte als Ausführung.
OK+SH+Y	HERBAL	1	1	1	1	NO	G407-E4505	0	Setze den Posten; halte den Posten.
OK+Y	BIOLOGICAL	33	9	1	1	NO	G407-E1468	0	Setze den Posten.
OK+Y	HERBAL	17	7	1	1	NO	G407-E0230	0	Setze den Posten.
OK+Y	PHARMA	7	4	1	1	NO	G407-E3814	0	Setze den Posten.
OK+Y	SOURCE_SECTION_T	2	1	1	1	NO	G407-E0192	0	Setze den Posten.
OK+Y+L+D_ADDR+DY	BIOLOGICAL	1	1	1	1	NO	G407-E3685	0	Setze den Posten über die Verbindung hier; schließe den Schritt.
OL	BIOLOGICAL	115	16	29	29	YES	G407-E1465	113	Weiter: Führe die bezeichnete Karte aus.
OL	CELESTIAL	6	5	5	5	YES	G407-E0952	5	Weiter: Führe die bezeichnete Karte aus.
OL	HERBAL	25	9	15	15	YES	G407-E0239	23	Weiter: Führe die bezeichnete Karte aus.
OL	PHARMA	22	7	14	14	YES	G407-E3873	21	Weiter: Führe die bezeichnete Karte aus.
OL	SOURCE_SECTION_T	7	2	6	6	YES	G407-E0099	6	Weiter: Führe die bezeichnete Karte aus.
OL+AIIN	BIOLOGICAL	6	6	4	4	YES	G407-E1810	4	Weiter: Wert.
OL+AIIN	CELESTIAL	3	3	3	3	YES	G407-E1299	2	Weiter: Wert.
OL+AIIN	HERBAL	3	3	2	2	YES	G407-E0473	2	Weiter: Wert.
OL+AIIN	PHARMA	1	1	1	1	NO	G407-E4005	0	Weiter: Wert.
OL+AIIN+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2509	0	Weiter: Wert des Postens.
OL+AIN	BIOLOGICAL	5	4	3	3	YES	G407-E2026	2	Weiter: Anteil.
OL+AIN	PHARMA	1	1	1	1	NO	G407-E4070	0	Weiter: Anteil.
OL+AIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0095	0	Weiter: Anteil.
OL+AL	BIOLOGICAL	3	3	3	3	YES	G407-E2067	2	Weiter: Am Zielort.
OL+AL+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3672	0	Weiter: Am Zielort: Posten.
OL+AM_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E2831	0	Weiter: Hier.
OL+AR	CELESTIAL	1	1	1	1	NO	G407-E1014	0	Weiter: Vom Ausgang.
OL+CARRIER_Q+O	BIOLOGICAL	1	1	1	1	NO	G407-E3259	0	Weiter: Beginne den bezeichneten Gang.
OL+CH+E+O+DY	CELESTIAL	1	1	1	1	NO	G407-E1141	0	Weiter: Nimm auf Grad I als Ausführung; schließe den Schritt.
OL+CH+E+O+DY	PHARMA	2	2	2	2	YES	G407-E3949	1	Weiter: Nimm auf Grad I als Ausführung; schließe den Schritt.
OL+CH+EE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2558	0	Weiter: Nimm auf Grad II; schließe den Schritt.
OL+CH+T+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3138	0	Weiter: Nimm den Posten; stelle den Posten ein hier.
OL+CH+Y	BIOLOGICAL	4	4	1	1	NO	G407-E2040	0	Weiter: Nimm den Posten.
OL+CHD+DY	BIOLOGICAL	13	9	2	2	YES	G407-E1501	3	Weiter: Bearbeite; schließe den Schritt.
OL+DA+L	PHARMA	1	1	1	1	NO	G407-E3897	0	Weiter: Über die Verbindung auf der zweiten Stufe.
OL+DY	BIOLOGICAL	10	4	7	7	YES	G407-E1436	8	Weiter: Schließe den Schritt.
OL+DY	CELESTIAL	1	1	1	1	NO	G407-E0908	0	Weiter: Schließe den Schritt.
OL+DY	HERBAL	4	3	4	4	YES	G407-E0423	3	Weiter: Schließe den Schritt.
OL+DY	PHARMA	3	2	3	3	YES	G407-E3848	2	Weiter: Schließe den Schritt.
OL+D_ADDR+AIIN	PHARMA	3	2	3	3	YES	G407-E3972	2	Weiter: Wert hier.
OL+D_ADDR+AIR	BIOLOGICAL	2	2	2	2	YES	G407-E1669	1	Weiter: Entlang der Bahn hier.
OL+D_ADDR+CH+K+Y	HERBAL	1	1	1	1	NO	G407-E0452	0	Weiter: Nimm den Posten; gib den Posten hier.
OL+E+OR	CELESTIAL	1	1	1	1	NO	G407-E1189	0	Weiter: Einheit auf Grad I.
OL+EEE+D_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E2033	0	Weiter: Auf Grad III hier.
OL+K+AIIN	BIOLOGICAL	2	2	1	1	NO	G407-E2903	0	Weiter: Gib den Wert.
OL+K+AIIN	HERBAL	1	1	1	1	NO	G407-E4442	0	Weiter: Gib den Wert.
OL+K+AIN	BIOLOGICAL	4	3	1	1	NO	G407-E2570	0	Weiter: Gib den Anteil.
OL+K+AIN	HERBAL	1	1	1	1	NO	G407-E4429	0	Weiter: Gib den Anteil.
OL+K+AL	BIOLOGICAL	1	1	1	1	NO	G407-E2732	0	Weiter: Gib am Zielort.
OL+K+AR	BIOLOGICAL	2	2	2	2	YES	G407-E1447	1	Weiter: Gib vom Ausgang.
OL+K+AR	HERBAL	1	1	1	1	NO	G407-E4517	0	Weiter: Gib vom Ausgang.
OL+K+AR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1633	0	Weiter: Gib den Posten vom Ausgang.
OL+K+CHD+Y	HERBAL	1	1	1	1	NO	G407-E4566	0	Weiter: Gib den Posten; bearbeite den Posten.
OL+K+E+DY	BIOLOGICAL	6	5	2	2	YES	G407-E1732	5	Weiter: Gib auf Grad I; schließe den Schritt.
OL+K+E+OL	BIOLOGICAL	3	3	1	1	NO	G407-E2198	0	Weiter und Weiter: Gib auf Grad I.
OL+K+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3752	0	Weiter: Gib den Posten auf Grad I.
OL+K+E+Y	PHARMA	1	1	1	1	NO	G407-E4248	0	Weiter: Gib den Posten auf Grad I.
OL+K+EE+CH+Y	HERBAL	1	1	1	1	NO	G407-E0791	0	Weiter: Gib den Posten; nimm den Posten auf Grad II.
OL+K+EE+DY	BIOLOGICAL	5	3	3	3	YES	G407-E1772	2	Weiter: Gib auf Grad II; schließe den Schritt.
OL+K+EE+DY	PHARMA	1	1	1	1	NO	G407-E4190	0	Weiter: Gib auf Grad II; schließe den Schritt.
OL+K+EE+D_ADDR+Y	BIOLOGICAL	3	2	1	1	NO	G407-E2999	0	Weiter: Gib den Posten auf Grad II hier.
OL+K+EE+OL+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1555	0	Weiter und Weiter: Gib den Posten auf Grad II.
OL+K+EE+Y	BIOLOGICAL	7	6	1	1	NO	G407-E1632	0	Weiter: Gib den Posten auf Grad II.
OL+K+EE+Y	PHARMA	1	1	1	1	NO	G407-E3884	0	Weiter: Gib den Posten auf Grad II.
OL+K+SH+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2912	0	Weiter: Gib den Posten; halte den Posten hier.
OL+K+Y	BIOLOGICAL	3	3	1	1	NO	G407-E1470	0	Weiter: Gib den Posten.
OL+L+CH+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2163	0	Weiter: Nimm den Posten über die Verbindung.
OL+O+AM_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E1701	0	Weiter: Hier.
OL+O+AM_ADDR	HERBAL	1	1	1	1	NO	G407-E0648	0	Weiter: Hier.
OL+O+DY	HERBAL	1	1	1	1	NO	G407-E0573	0	Weiter: Schließe den Schritt.
OL+O+IIN	BIOLOGICAL	1	1	1	1	NO	G407-E2059	0	Weiter: Auf der bezeichneten Stufe.
OL+OK+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2713	0	Weiter: Setze den Posten.
OL+OL	CELESTIAL	2	2	2	2	YES	G407-E0944	1	Weiter und Weiter: Führe die bezeichnete Karte aus.
OL+OR	BIOLOGICAL	4	3	3	3	YES	G407-E1832	3	Weiter: Einheit.
OL+OR	HERBAL	2	2	2	2	YES	G407-E0281	1	Weiter: Einheit.
OL+P	BIOLOGICAL	1	1	1	1	NO	G407-E1836	0	Weiter: Setze ein.
OL+P+CHD+DY	BIOLOGICAL	2	2	2	2	YES	G407-E2718	1	Weiter: Setze ein; bearbeite; schließe den Schritt.
OL+S	BIOLOGICAL	1	1	1	1	NO	G407-E3539	0	Weiter: Wähle.
OL+S	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0074	0	Weiter: Wähle.
OL+S+AIN	HERBAL	1	1	1	1	NO	G407-E4407	0	Weiter: Wähle den Anteil.
OL+SH+E+DY	BIOLOGICAL	6	4	3	3	YES	G407-E1532	2	Weiter: Halte auf Grad I; schließe den Schritt.
OL+SH+E+Y	BIOLOGICAL	2	2	1	1	NO	G407-E2382	0	Weiter: Halte den Posten auf Grad I.
OL+SH+EE+DY	BIOLOGICAL	3	3	3	3	YES	G407-E1466	2	Weiter: Halte auf Grad II; schließe den Schritt.
OL+SH+EE+D_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E2346	0	Weiter: Halte auf Grad II hier.
OL+T+E+DY	BIOLOGICAL	2	2	2	2	YES	G407-E1740	1	Weiter: Stelle ein auf Grad I; schließe den Schritt.
OL+T+EE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2421	0	Weiter: Stelle ein auf Grad II; schließe den Schritt.
OL+T+EE+DY	HERBAL	1	1	1	1	NO	G407-E4459	0	Weiter: Stelle ein auf Grad II; schließe den Schritt.
OL+T+Y	HERBAL	1	1	1	1	NO	G407-E0784	0	Weiter: Stelle den Posten ein.
OL+Y	BIOLOGICAL	24	12	7	7	YES	G407-E1515	14	Weiter: Posten.
OL+Y	CELESTIAL	3	3	2	2	YES	G407-E1002	2	Weiter: Posten.
OL+Y	HERBAL	2	1	2	2	YES	G407-E0809	1	Weiter: Posten.
OL+Y	PHARMA	2	2	2	2	YES	G407-E4214	1	Weiter: Posten.
OR	BIOLOGICAL	21	10	6	6	YES	G407-E1448	17	Einheit.
OR	CELESTIAL	2	2	2	2	YES	G407-E0957	1	Einheit.
OR	HERBAL	13	6	5	5	YES	G407-E0240	10	Einheit.
OR	PHARMA	6	2	5	5	YES	G407-E3817	4	Einheit.
OR	SOURCE_SECTION_T	4	2	2	2	YES	G407-E0013	1	Einheit.
OR+AIIN	CELESTIAL	1	1	1	1	NO	G407-E1419	0	Einheit des Werts.
OR+AIIN	HERBAL	1	1	1	1	NO	G407-E0638	0	Einheit des Werts.
OR+AIIN	PHARMA	1	1	1	1	NO	G407-E3975	0	Einheit des Werts.
OR+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E1925	0	Einheit des Anteils.
OR+AIN	CELESTIAL	1	1	1	1	NO	G407-E1347	0	Einheit des Anteils.
OR+AIN	HERBAL	1	1	1	1	NO	G407-E0787	0	Einheit des Anteils.
OR+AIN+S+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2813	0	Wähle die Einheit, den Anteil und den Posten.
OR+AL	CELESTIAL	1	1	1	1	NO	G407-E1365	0	Einheit am Zielort.
OR+AL+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2326	0	Einheit und Posten am Zielort.
OR+AL+Y	CELESTIAL	1	1	1	1	NO	G407-E0982	0	Einheit und Posten am Zielort.
OR+CH+OR	PHARMA	1	1	1	1	NO	G407-E3845	0	Nimm die Einheit und die Einheit.
OR+LOCAL_CHAR_I+AIIN	BIOLOGICAL	1	1	1	1	NO	G407-E2923	0	Einheit des Werts mit der lokalen Variante.
OR+O	HERBAL	1	1	1	1	NO	G407-E0640	0	Führe die Einheit aus.
OR+OR	BIOLOGICAL	1	1	1	1	NO	G407-E2826	0	Äußere Einheit; innere Einheit.
OR+Y	BIOLOGICAL	2	2	2	2	YES	G407-E1442	1	Einheit des Postens.
OR+Y	PHARMA	1	1	1	1	NO	G407-E4356	0	Einheit des Postens.
OS	CELESTIAL	4	3	4	4	YES	G407-E0973	3	Wie zuvor.
OS	HERBAL	2	2	2	2	YES	G407-E0227	1	Wie zuvor.
OS	SOURCE_SECTION_T	2	1	2	2	YES	G407-E0060	1	Wie zuvor.
OT	BIOLOGICAL	1	1	1	1	NO	G407-E2027	0	Danach: Führe die bezeichnete Karte aus.
OT	HERBAL	1	1	1	1	NO	G407-E0821	0	Danach: Führe die bezeichnete Karte aus.
OT+AIIN	BIOLOGICAL	10	3	6	6	YES	G407-E2405	7	Danach: Wert.
OT+AIIN	CELESTIAL	8	6	5	5	YES	G407-E1128	7	Danach: Wert.
OT+AIIN	HERBAL	2	1	2	2	YES	G407-E4416	1	Danach: Wert.
OT+AIN	BIOLOGICAL	13	10	4	4	YES	G407-E1586	8	Danach: Anteil.
OT+AIN	HERBAL	4	1	4	4	YES	G407-E4426	3	Danach: Anteil.
OT+AIR+IIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0082	0	Danach: Entlang der Bahn auf der bezeichneten Stufe.
OT+AL	BIOLOGICAL	12	6	7	7	YES	G407-E2244	11	Danach: Am Zielort.
OT+AL	CELESTIAL	2	2	2	2	YES	G407-E1120	1	Danach: Am Zielort.
OT+AL	HERBAL	2	1	2	2	YES	G407-E4475	1	Danach: Am Zielort.
OT+AL+AIN	HERBAL	1	1	1	1	NO	G407-E4443	0	Danach: Am Zielort: Anteil.
OT+AL+AM_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E2248	0	Danach: Am Zielort hier.
OT+AL+DY	HERBAL	1	1	1	1	NO	G407-E4494	0	Danach: Am Zielort; schließe den Schritt.
OT+AL+D_ADDR+AR	BIOLOGICAL	1	1	1	1	NO	G407-E2865	0	Danach: Am Zielort und vom Ausgang hier.
OT+AL+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2029	0	Danach: Am Zielort: Posten.
OT+AL+Y	CELESTIAL	2	2	2	2	YES	G407-E1123	1	Danach: Am Zielort: Posten.
OT+AM_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E1809	0	Danach: Hier.
OT+AM_ADDR	CELESTIAL	2	1	1	1	NO	G407-E1166	0	Danach: Hier.
OT+AM_ADDR	HERBAL	1	1	1	1	NO	G407-E0796	0	Danach: Hier.
OT+AM_ADDR	PHARMA	2	2	2	2	YES	G407-E3819	1	Danach: Hier.
OT+AN	BIOLOGICAL	1	1	1	1	NO	G407-E1687	0	Danach: In der bezeichneten Klasse.
OT+AR	BIOLOGICAL	13	5	7	7	YES	G407-E1430	11	Danach: Vom Ausgang.
OT+AR	CELESTIAL	4	3	4	4	YES	G407-E1079	3	Danach: Vom Ausgang.
OT+AR	HERBAL	5	3	4	4	YES	G407-E0302	3	Danach: Vom Ausgang.
OT+AR+DY	HERBAL	1	1	1	1	NO	G407-E4524	0	Danach: Vom Ausgang; schließe den Schritt.
OT+AR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2578	0	Danach: Vom Ausgang: Posten.
OT+A_ADDR+K+Y	HERBAL	1	1	1	1	NO	G407-E0765	0	Danach: Gib den Posten hier.
OT+CH+E+O+D_ADDR+AL	CELESTIAL	1	1	1	1	NO	G407-E1076	0	Danach: Nimm am Zielort auf Grad I als Ausführung hier.
OT+CH+E+S	HERBAL	1	1	1	1	NO	G407-E4555	0	Danach: Nimm; wähle auf Grad I.
OT+CH+L	CELESTIAL	1	1	1	1	NO	G407-E1038	0	Danach: Nimm über die Verbindung.
OT+CH+O+S	HERBAL	1	1	1	1	NO	G407-E0623	0	Danach: Nimm; wähle als Ausführung.
OT+CH+O+SH+OR	HERBAL	1	1	1	1	NO	G407-E0298	0	Danach: Nimm die Einheit; halte die Einheit als Ausführung.
OT+CH+OL	HERBAL	6	4	3	3	YES	G407-E0255	2	Danach und Weiter: Nimm.
OT+CH+OL	PHARMA	2	2	2	2	YES	G407-E3847	1	Danach und Weiter: Nimm.
OT+CH+OL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0058	0	Danach und Weiter: Nimm.
OT+CH+OR	HERBAL	3	3	1	1	NO	G407-E0277	0	Danach: Nimm die Einheit.
OT+CH+R	CELESTIAL	1	1	1	1	NO	G407-E1109	0	Danach: Nimm; markiere.
OT+CH+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1919	0	Danach: Nimm den Posten.
OT+CH+Y	CELESTIAL	1	1	1	1	NO	G407-E1071	0	Danach: Nimm den Posten.
OT+CH+Y	HERBAL	2	2	1	1	NO	G407-E0450	0	Danach: Nimm den Posten.
OT+CHD+DY	BIOLOGICAL	4	1	1	1	NO	G407-E3595	0	Danach: Bearbeite; schließe den Schritt.
OT+CHD+DY	HERBAL	1	1	1	1	NO	G407-E4510	0	Danach: Bearbeite; schließe den Schritt.
OT+CHD+Y	HERBAL	1	1	1	1	NO	G407-E4410	0	Danach: Bearbeite den Posten.
OT+D_ADDR+D_ADDR+Y+AR	BIOLOGICAL	1	1	1	1	NO	G407-E1846	0	Danach: Posten vom Ausgang hier und hier.
OT+E+AIIN	BIOLOGICAL	1	1	1	1	NO	G407-E3655	0	Danach: Wert auf Grad I.
OT+E+AIIN	HERBAL	1	1	1	1	NO	G407-E4405	0	Danach: Wert auf Grad I.
OT+E+AR	CELESTIAL	1	1	1	1	NO	G407-E1198	0	Danach: Vom Ausgang auf Grad I.
OT+E+DY	BIOLOGICAL	33	10	12	12	YES	G407-E1806	30	Danach: Auf Grad I; schließe den Schritt.
OT+E+DY	HERBAL	1	1	1	1	NO	G407-E4404	0	Danach: Auf Grad I; schließe den Schritt.
