page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v41_token_glosses_de	v42_token_glosses_de	v42_working_translation_de	v41_unknown_tokens	v42_unknown_tokens	v42_complete
f103v	f103v.28	S	1	3	ykeey	YKEEY_ACTION	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y	Grad-/Maßwert III | trockenes Arzneikompositum am Gradanfang | [ykeey:?] | Arzneikompositum: feucht, Gradanfang | [otealshey:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | Pulverportion | Menge III | Eintrag abgeschlossen	Grad-/Maßwert III | trockenes Arzneikompositum am Gradanfang | erhitze hiervon bis zur Endstufe und schließe ab | Arzneikompositum: feucht, Gradanfang | [otealshey:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | Pulverportion | Menge III | Eintrag abgeschlossen	drei Maße; trockenes Arzneikompositum am Gradanfang; erhitze hiervon bis zur Endstufe und schließe ab; Arzneikompositum: feucht, Gradanfang; [otealshey:?]; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; Ansatz auf Kühlendstufe abgeschlossen; Pulverportion; drei Teile.	2	1	0
f103v	f103v.30	S	1	5	fchedy	EXACT_WHOLE	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar	[pchear:?] | heiß im Zubereitungsrahmen, Grad II | vollständig getrocknetes Pulverpräparat | trockener Pulverstoff/Trockengut | [fchedy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [poly:?] | getrocknetes Drogenholz | [fchedey:?] | Wurzelfraktion I	[pchear:?] | heiß im Zubereitungsrahmen, Grad II | vollständig getrocknetes Pulverpräparat | trockener Pulverstoff/Trockengut | Blütenfraktion bis zur Mittelstufe trocknen und abschließen | kalter Ansatz in der Mitte des Grades, abgeschlossen | [poly:?] | getrocknetes Drogenholz | [fchedey:?] | Wurzelfraktion I	[pchear:?]; heiß im Zubereitungsrahmen, Grad II; vollständig getrocknetes Pulverpräparat; trockener Pulverstoff/Trockengut; Blütenfraktion bis zur Mittelstufe trocknen und abschließen; Ansatz auf mittlerer Kühlstufe abgeschlossen; [poly:?]; getrocknetes Drogenholz; [fchedey:?]; Wurzelfraktion I	4	3	0
f103v	f103v.33	S	1	8	shdpchy	SHDPCHY_ACTION	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	weiche hiervon bis zur mittleren Stufe ein | Drogenholz, heiß am Gradende | heiß, Grad II | heißer Ansatz in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | kalter Ansatz in der Mitte des Grades | [shdpchy:?] | Trockenpulver-Ansatz, Form I | abseihen	weiche hiervon bis zur mittleren Stufe ein | Drogenholz, heiß am Gradende | heiß, Grad II | heißer Ansatz in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | kalter Ansatz in der Mitte des Grades | feuchte eine Dosis Pulver an und trockne sie leicht an | Trockenpulver-Ansatz, Form I | abseihen	weiche hiervon bis zur mittleren Stufe ein; Drogenholz, heiß am Gradende; heiß, Grad II; Ansatz bis zur mittleren Heizstufe; Ansatz auf Heizstufe III; getrockneter Ansatz; Ansatz bis zur mittleren Kühlstufe; feuchte eine Dosis Pulver an und trockne sie leicht an; Trockenpulver-Ansatz, Form I; seihe Vorstehendes ab.	1	0	1
f103v	f103v.35	S	1	3	ykeey	YKEEY_ACTION	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	Drogenstoff zugeben | feucht in der Mitte des Grades | [ykeey:?] | heißer Ansatz am Ende des Grades | eingeweichtes Drogenholz, Form I | feuchtes Arzneikompositum am Gradanfang | kalt-trocken, Grad II | kalter Ansatz am Anfang des Grades | heißer Ansatz in der Mitte des Grades, abgeschlossen | [otaly:?]	Drogenstoff zugeben | feucht in der Mitte des Grades | erhitze hiervon bis zur Endstufe und schließe ab | heißer Ansatz am Ende des Grades | eingeweichtes Drogenholz, Form I | feuchtes Arzneikompositum am Gradanfang | kalt-trocken, Grad II | kalter Ansatz am Anfang des Grades | heißer Ansatz in der Mitte des Grades, abgeschlossen | [otaly:?]	gib Folgendes hinzu: bis zur mittleren Einweichstufe; erhitze hiervon bis zur Endstufe und schließe ab; Ansatz auf Heizendstufe; eingeweichtes Drogenholz, Form I; feuchtes Arzneikompositum am Gradanfang; kalt-trocken, Grad II; kalter Ansatz am Anfang des Grades; Ansatz bis zur mittleren Heizstufe, abgeschlossen; [otaly:?]	2	1	0
f103v	f103v.36	S	1	4	oshey	EXACT_WHOLE	saiin shey qokeey oshey olshedy	Samen/Saatgut, Typ/Charge III | feucht in der Mitte des Grades | heiß am Ende des Grades | [oshey:?] | Holzdroge im Ansatz vollständig eingeweicht	Samen/Saatgut, Typ/Charge III | feucht in der Mitte des Grades | heiß am Ende des Grades | Ansatz bis zur mittleren Stufe eingeweicht | Holzdroge im Ansatz vollständig eingeweicht	Samen/Saatgut, Typ/Charge III; bis zur mittleren Einweichstufe; bis zur Heizendstufe; Ansatz bis zur mittleren Stufe eingeweicht; Holzdroge im Ansatz vollständig eingeweicht	1	0	1
f103v	f103v.38	S	1	8	keechy	KEECHY_READER_MERGE_LEFT_NOVEL	oteey l chees ol chey chey chol keechy	kalter Ansatz am Ende des Grades | Holzdroge in der gebundenen Anschlussform | vollständig getrocknete Kräutermischung | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | [keechy:?]	kalter Ansatz am Ende des Grades | Holzdroge in der gebundenen Anschlussform | vollständig getrocknete Kräutermischung | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | erhitze Trockengut vollständig und trockne es leicht nach	Ansatz auf Kühlendstufe; Holzdroge in der gebundenen Anschlussform; Grundansatz; bis zur mittleren Trockenstufe; bis zur mittleren Trockenstufe; erhitze Trockengut vollständig und trockne es leicht nach	1	0	1
f103v	f103v.40	S	3	1|4|10	yteey|qoain|rain	YTEEY_ACTION|QOAIN_ACTION|EXACT_WHOLE	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	[yteey:?] | Rohstoffklasse I, feucht in der Gradmitte | feucht in der Mitte des Grades | [qoain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | getrocknetes Drogenholz | [rain:?]	kühle hiervon bis zur Endstufe ab | Rohstoffklasse I, feucht in der Gradmitte | feucht in der Mitte des Grades | nimm zwei Teile | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | getrocknetes Drogenholz | Wurzeldroge in Charge II	kühle hiervon bis zur Endstufe ab; Rohstoff I bis zur mittleren Einweichstufe; bis zur mittleren Einweichstufe; nimm zwei Teile; Grundansatz; bis zur Heizendstufe; heiß, Grad III; Arzneikompositum: feucht, Gradanfang; getrocknetes Drogenholz; Wurzeldroge in Charge II	3	0	1
f103v	f103v.43	S	1	6	opchy	EXACT_WHOLE	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	Drogenportion II | Arzneikompositum: trocken, Gradmitte | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | Rohstoffklasse I, feucht-kalt am Gradanfang | [opchy:?] | Drogenholz, heiß am Gradende, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	Drogenportion II | Arzneikompositum: trocken, Gradmitte | heiß, Grad III | Arzneikompositum: feucht, Gradanfang | Rohstoffklasse I, feucht-kalt am Gradanfang | Trockenpulverpräparat in Grundstufe | Drogenholz, heiß am Gradende, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | getrocknetes Drogenholz	Drogenportion II; Arzneikompositum: trocken, Gradmitte; heiß, Grad III; Arzneikompositum: feucht, Gradanfang; Rohstoff I, feucht-kalt am Gradanfang; Trockenpulverpräparat in Grundstufe; Drogenholz, heiß am Gradende, abgeschlossen; angetrocknet; getrocknetes Drogenholz	1	0	1
f103v	f103v.44	S	1	6	rain	EXACT_WHOLE	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	[qkain:?] | feucht in der Mitte des Grades | Drogenfraktion I | Drogenfraktion I | heißer Ansatz am Anfang des Grades | [rain:?] | Arzneikompositum: trocken, Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | [ro:?]	[qkain:?] | feucht in der Mitte des Grades | Drogenfraktion I | Drogenfraktion I | heißer Ansatz am Anfang des Grades | Wurzeldroge in Charge II | Arzneikompositum: trocken, Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | [ro:?]	[qkain:?]; bis zur mittleren Einweichstufe; Drogenfraktion I; Drogenfraktion I; leicht erhitzter Ansatz; Wurzeldroge in Charge II; Arzneikompositum: trocken, Gradanfang; bis zur mittleren Einweichstufe gebracht; [qokeory:?]; [lteedy:?]; [ro:?]	5	4	0
f104r	f104r.15	S	1	8	cheodaiin	EXACT_WHOLE	sor chodaiin chody okar otolkeechdy okal kaiin cheodaiin	Samenportion | Trockenansatz, Dosis III | Trockenansatz, abgeschlossen | heiße Drogenfraktion I im Ansatz | [otolkeechdy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III | [cheodaiin:?]	Samenportion | Trockenansatz, Dosis III | Trockenansatz, abgeschlossen | heiße Drogenfraktion I im Ansatz | [otolkeechdy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III | drei Dosen Trockenansatz auf mittlerer Trockenstufe	Samenportion; Trockenansatz, Dosis III; Trockenansatz, abgeschlossen; heiße Drogenfraktion I im Ansatz; [otolkeechdy:?]; Rohstoff I, leicht erhitzt im Ansatz; heiß, Grad III; drei Dosen Trockenansatz auf mittlerer Trockenstufe	2	1	0
f104r	f104r.16	S	1	9	yteedy	YTEEDY_ACTION	ocheoey qoctheody ykeeodey qoepchy opchey qoty sh tey yteedy shody	[ocheoey:?] | [qoctheody:?] | [ykeeodey:?] | [qoepchy:?] | Trockenpulver-Ansatz, Form I | kalt am Anfang des Grades | [sh:?] | kalt in der Mitte des Grades | [yteedy:?] | vollständig eingeweichter Ansatz	[ocheoey:?] | [qoctheody:?] | [ykeeodey:?] | [qoepchy:?] | Trockenpulver-Ansatz, Form I | kalt am Anfang des Grades | [sh:?] | kalt in der Mitte des Grades | kühle hiervon vollständig ab und schließe | vollständig eingeweichter Ansatz	[ocheoey:?]; [qoctheody:?]; [ykeeodey:?]; [qoepchy:?]; Trockenpulver-Ansatz, Form I; leicht gekühlt; [sh:?]; bis zur mittleren Kühlstufe; kühle hiervon vollständig ab und schließe; vollständig eingeweichter Ansatz	6	5	0
f104r	f104r.17	S	1	10	ody	EXACT_WHOLE	ykeeshedy olkeeody qotey qokar chedy qokedy oteechy chyteody okar ody	[ykeeshedy:?] | vollständig ausgekochter Holzdrogenauszug | kalt in der Mitte des Grades | heiße Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [oteechy:?] | [chyteody:?] | heiße Drogenfraktion I im Ansatz | [ody:?]	[ykeeshedy:?] | vollständig ausgekochter Holzdrogenauszug | kalt in der Mitte des Grades | heiße Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [oteechy:?] | [chyteody:?] | heiße Drogenfraktion I im Ansatz | fertiggestellter Ansatz	[ykeeshedy:?]; vollständig ausgekochter Holzdrogenauszug; bis zur mittleren Kühlstufe; heiße Drogenfraktion I; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe gebracht; [oteechy:?]; [chyteody:?]; heiße Drogenfraktion I im Ansatz; fertiggestellter Ansatz	4	3	0
f104r	f104r.2	S	1	13	chcthedy	CHCTHEDY_ACTION	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	Drogenfraktion I im Ansatz | Drogenfraktion I | Menge III | [yteeody:?] | [cheedaiin:?] | [cheodar:?] | Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [tair:?] | [os:?] | Menge III | [chcthedy:?] | [teedaram:?]	Drogenfraktion I im Ansatz | Drogenfraktion I | Menge III | [yteeody:?] | [cheedaiin:?] | [cheodar:?] | Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [tair:?] | [os:?] | Menge III | Krautdroge bis zur mittleren Stufe trocknen und abschließen | [teedaram:?]	Drogenfraktion I im Ansatz; drei Teile; [yteeody:?]; [cheedaiin:?]; [cheodar:?]; Samen-/Saatgutposten; drei Teile; bis zur mittleren Trockenstufe; [tair:?]; [os:?]; drei Teile; Krautdroge bis zur mittleren Stufe trocknen und abschließen; [teedaram:?]	7	6	0
f104r	f104r.22	S	1	4	shed	SHED_ACTION	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	[tshedar:?] | [chllo:?] | [rl:?] | [shed:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | trockene Pulverfraktion I im Ansatz | trockener Drogenteil | Arzneikompositum: trocken, Gradmitte | kalt, Grad III | Dosis I	[tshedar:?] | [chllo:?] | [rl:?] | Einweichen bis zur mittleren Stufe abschließen | heiß und trocken in der Mitte des Grades, abgeschlossen | [chokor:?] | trocken am Ende des Grades, abgeschlossen | trockene Pulverfraktion I im Ansatz | trockener Drogenteil | Arzneikompositum: trocken, Gradmitte | kalt, Grad III | Dosis I	[tshedar:?]; [chllo:?]; [rl:?]; Einweichen bis zur mittleren Stufe abschließen; heiß und bis zur mittleren Trockenstufe gebracht; [chokor:?]; vollständig getrocknet; trockene Pulverfraktion I im Ansatz; trockener Drogenteil; Arzneikompositum: trocken, Gradmitte; kalt, Grad III; Dosis I	5	4	0
f104r	f104r.29	S	1	3	yteedy	YTEEDY_ACTION	ysheodaiin shody yteedy cheedar or air cheoltar arodly	[ysheodaiin:?] | vollständig eingeweichter Ansatz | [yteedy:?] | [cheedar:?] | Drogenportion | zweite Drogenfraktion | [cheoltar:?] | [arodly:?]	[ysheodaiin:?] | vollständig eingeweichter Ansatz | kühle hiervon vollständig ab und schließe | [cheedar:?] | Drogenportion | zweite Drogenfraktion | [cheoltar:?] | [arodly:?]	[ysheodaiin:?]; vollständig eingeweichter Ansatz; kühle hiervon vollständig ab und schließe; [cheedar:?]; Drogenportion; zweite Drogenfraktion; [cheoltar:?]; [arodly:?]	5	4	0
f104r	f104r.4	S	1	8	chry	EXACT_WHOLE	o l sheedy qokeedy chedal qodaiin qodaiin chry	Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockene abgemessene Rohstoffmenge I in der Gradmitte | Qualitätsgrad III | Qualitätsgrad III | [chry:?]	Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockene abgemessene Rohstoffmenge I in der Gradmitte | Qualitätsgrad III | Qualitätsgrad III | leicht getrocknete Wurzeldroge	Grundansatz; vollständig eingeweicht; bis zur Heizendstufe gebracht; trockene abgemessene Rohstoffmenge I in der Gradmitte; Vorstehendes: Stufe III; Folgendes: Stufe III; leicht getrocknete Wurzeldroge	1	0	1
f104r	f104r.41	S	1	7	yteedy	YTEEDY_ACTION	qoteey qokeor soiir qoty qokl lkaiin yteedy qokain oqockhy dar	kalt am Ende des Grades | [qokeor:?] | [soiir:?] | kalt am Anfang des Grades | [qokl:?] | Holzdroge, heiß auf Stufe III | [yteedy:?] | heiß, Grad II | [oqockhy:?] | abgemessene Fraktion I	kalt am Ende des Grades | [qokeor:?] | [soiir:?] | kalt am Anfang des Grades | [qokl:?] | Holzdroge, heiß auf Stufe III | kühle hiervon vollständig ab und schließe | heiß, Grad II | [oqockhy:?] | abgemessene Fraktion I	bis zur Kühlendstufe; [qokeor:?]; [soiir:?]; leicht gekühlt; [qokl:?]; Holzdroge, heiß auf Stufe III; kühle hiervon vollständig ab und schließe; heiß, Grad II; [oqockhy:?]; abgemessene Fraktion I	5	4	0
f104r	f104r.8	S	1	2	lsheedy	LSHEEDY_ACTION	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	vollständig eingeweichtes Drogenmaterial, fertig | [lsheedy:?] | Drogenholz, heiß am Gradende, abgeschlossen | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	vollständig eingeweichtes Drogenmaterial, fertig | Holzdroge vollständig einweichen und abschließen | Drogenholz, heiß am Gradende, abgeschlossen | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	vollständig eingeweichtes Drogenmaterial, fertig; Drogenholz, heiß am Gradende, abgeschlossen; [lkeody:?]; heiß, Grad III; trockene abgemessene Rohstoffmenge I in der Gradmitte; heiße Drogenfraktion I; [odar:?]; Rohstoff I, heiß am Gradanfang; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; [odr:?]	4	3	0
f104v	f104v.1	S	1	10	cheodaiin	EXACT_WHOLE	pchdoiin opcheedy orar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dam	[pchdoiin:?] | [opcheedy:?] | [orar:?] | [oltcheey:?] | vollständig getrocknetes Pulverpräparat | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ear:?] | [aiir:?] | Rohstoffklasse I, Grundform | [cheodaiin:?] | [cheekain:?] | Dosis I	[pchdoiin:?] | [opcheedy:?] | [orar:?] | [oltcheey:?] | vollständig getrocknetes Pulverpräparat | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ear:?] | [aiir:?] | Rohstoffklasse I, Grundform | drei Dosen Trockenansatz auf mittlerer Trockenstufe | [cheekain:?] | Dosis I	[pchdoiin:?]; [opcheedy:?]; [orar:?]; [oltcheey:?]; vollständig getrocknetes Pulverpräparat; Grundansatz; [ear:?]; [aiir:?]; Rohstoff I, Grundform; drei Dosen Trockenansatz auf mittlerer Trockenstufe; [cheekain:?]; Dosis I	8	7	0
f104v	f104v.16	S	2	3|4	chdor|as	EXACT_WHOLE|EXACT_WHOLE	dcheedy qockheey chdor as aiin chy dchdar chdy qokchedy olkchy qokain dadam	[dcheedy:?] | [qockheey:?] | [chdor:?] | [as:?] | Menge III | trocken am Anfang des Grades | [dchdar:?] | trocken am Anfang des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | [olkchy:?] | heiß, Grad II | [dadam:?]	[dcheedy:?] | [qockheey:?] | eine abgemessene Portion Trockendroge | ein gleicher Teil der Arzneispecies | Menge III | trocken am Anfang des Grades | [dchdar:?] | trocken am Anfang des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | [olkchy:?] | heiß, Grad II | [dadam:?]	[dcheedy:?]; [qockheey:?]; eine abgemessene Portion Trockendroge; ein gleicher Teil der Arzneispecies; drei Teile; angetrocknet; [dchdar:?]; angetrocknet; heiß und bis zur mittleren Trockenstufe gebracht; [olkchy:?]; heiß, Grad II; [dadam:?]	7	5	0
f104v	f104v.20	S	2	2|3	sheeo|lcheedy	EXACT_WHOLE|LCHEEDY_ACTION	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	Drogenportion | [sheeo:?] | [lcheedy:?] | heiß am Ende des Grades | [qochey:?] | kalt und trocken am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen | erhitzen | Pflanzen-/Reproduktionsteil | [chorol:?] | abgemessene Trockenfraktion I, Anfangsstufe | ein Maß kalten Ansatzes	Drogenportion | vollständig eingeweichter Ansatz | Holzdroge vollständig trocknen und abschließen | heiß am Ende des Grades | [qochey:?] | kalt und trocken am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen | erhitzen | Pflanzen-/Reproduktionsteil | [chorol:?] | abgemessene Trockenfraktion I, Anfangsstufe | ein Maß kalten Ansatzes	Drogenportion; vollständig eingeweichter Ansatz; Holzdroge vollständig trocknen und abschließen; bis zur Heizendstufe; [qochey:?]; kalt und vollständig getrocknet; kalt und bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: Pflanzenteil; [chorol:?]; abgemessene Trockenfraktion I, Anfangsstufe; ein Maß kalten Ansatzes	4	2	0
f104v	f104v.24	S	1	1	ykaiin	YKAIIN_ACTION	ykaiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary	[ykaiin:?] | trockener Drogenteil | [cheeey:?] | Grad-/Maßwert IV | trocken angesetzte Zubereitung | [dalaiin:?] | Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen | abgemessene Trockendroge, Dosis III | kalte Drogenportion im Ansatz | heiße Drogenfraktion I | Drogenfraktion I, abgeschlossen	erhitze hiervon auf Stufe III | trockener Drogenteil | [cheeey:?] | Grad-/Maßwert IV | trocken angesetzte Zubereitung | [dalaiin:?] | Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen | abgemessene Trockendroge, Dosis III | kalte Drogenportion im Ansatz | heiße Drogenfraktion I | Drogenfraktion I, abgeschlossen	erhitze hiervon auf Stufe III; trockener Drogenteil; [cheeey:?]; vier Maße; trocken angesetzte Zubereitung; [dalaiin:?]; Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen; abgemessene Trockendroge, Dosis III; kalte Drogenportion im Ansatz; heiße Drogenfraktion I; Drogenfraktion I, abgeschlossen	3	2	0
