unified_index	register	page	unit_or_locus	visible_owner	source_id	desired_value_de	writing_layer	recipe_or_key	writer_action	resulting_visible_surface	result_status
89	PROSE	f56r	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E089	den laufenden Posten kurz bearbeiten	PURE_COMPOSITION	Y+K_BINDER[SUBTYPE=SHORT_PROCESS_CURRENT_ITEM]	Build Y+K_BINDER[SUBTYPE=SHORT_PROCESS_CURRENT_ITEM]; WRITE_REGISTERED_CANONICAL_CARD	kchey	GENERATED_OR_COPIED_EXACTLY
90	PROSE	f56r	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E090	denselben Posten erneut einsetzen	PURE_COMPOSITION	OK+Y[REPEAT=YES]	Build OK+Y[REPEAT=YES]; WRITE_REGISTERED_CANONICAL_CARD	qokokchy	GENERATED_OR_COPIED_EXACTLY
91	PROSE	f56r	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E091	den laufenden Posten einsetzen und weiterbearbeiten	PURE_COMPOSITION	OK+Y[SUBTYPE=SET_AND_CONTINUE_ITEM]	Build OK+Y[SUBTYPE=SET_AND_CONTINUE_ITEM]; WRITE_REGISTERED_CANONICAL_CARD	okchy	GENERATED_OR_COPIED_EXACTLY
92	PROSE	f56r	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E092	Auszug einsetzen	PURE_COMPOSITION	OK+CHEO	Build OK+CHEO; WRITE_REGISTERED_CANONICAL_CARD	chokcheo	GENERATED_OR_COPIED_EXACTLY
93	PROSE	f56r	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E093	an der Zielstelle bearbeiten	PURE_COMPOSITION	K_BINDER[SUBTYPE=TARGET_BINDER]	Build K_BINDER[SUBTYPE=TARGET_BINDER]; WRITE_REGISTERED_CANONICAL_CARD	kchal	GENERATED_OR_COPIED_EXACTLY
94	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E094	weitere Zutat	PURE_COMPOSITION	CHO_INPUT	Build CHO_INPUT; WRITE_REGISTERED_CANONICAL_CARD	sho	GENERATED_OR_COPIED_EXACTLY
95	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E095	den laufenden Posten einsetzen und weiterbearbeiten	PURE_COMPOSITION	OK+Y[SUBTYPE=SET_AND_CONTINUE_ITEM]	Build OK+Y[SUBTYPE=SET_AND_CONTINUE_ITEM]; WRITE_REGISTERED_CANONICAL_CARD	chokchy	GENERATED_OR_COPIED_EXACTLY
96	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E096	bearbeiteter Quellauszug	PURE_COMPOSITION	K_BINDER[SUBTYPE=SOURCE_EXTRACT_BINDER]	Build K_BINDER[SUBTYPE=SOURCE_EXTRACT_BINDER]; WRITE_REGISTERED_CANONICAL_CARD	kchoar	GENERATED_OR_COPIED_EXACTLY
97	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E097	zur Folgeanwendung weiterführen	LEARNED_WHOLE_SIGN	WHOLE_SIGN[sotodan]	Copy the complete memorized prose nomenclator card	sotodan	GENERATED_OR_COPIED_EXACTLY
98	PROSE	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E098	das nächste	PURE_COMPOSITION	OT+Y[SUBTYPE=NEXT_ITEM]	Build OT+Y[SUBTYPE=NEXT_ITEM]; WRITE_REGISTERED_CANONICAL_CARD	otchey	GENERATED_OR_COPIED_EXACTLY
99	PROSE	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E099	kurz weiterbearbeiten	PURE_COMPOSITION	K_BINDER[SUBTYPE=SHORT_CONTINUATION_BINDER]	Build K_BINDER[SUBTYPE=SHORT_CONTINUATION_BINDER]; WRITE_REGISTERED_CANONICAL_CARD	keol	GENERATED_OR_COPIED_EXACTLY
100	PROSE	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E100	Sollmaß	PURE_COMPOSITION	AIIN[SUBTYPE=GENERAL_MEASURE]	Build AIIN[SUBTYPE=GENERAL_MEASURE]; WRITE_REGISTERED_CANONICAL_CARD	daiin	GENERATED_OR_COPIED_EXACTLY
101	PROSE	f81v	B1-S001	gemeinsames zweireihiges Figuren-/Beckenfeld	E101	kurz einwirken; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+E_GRADE+DY[GRADE=E_SHORT]	Build OK+E_GRADE+DY[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	qokedy	GENERATED_OR_COPIED_EXACTLY
102	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E102	bemessen	PURE_COMPOSITION	OK+AIIN	Build OK+AIIN; WRITE_REGISTERED_CANONICAL_CARD	okaiin	GENERATED_OR_COPIED_EXACTLY
103	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E103	Beckenlauf	PURE_COMPOSITION	AIR+K_BINDER	Build AIR+K_BINDER; WRITE_REGISTERED_CANONICAL_CARD	kair	GENERATED_OR_COPIED_EXACTLY
104	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E104	dorthin einsetzen	PURE_COMPOSITION	OK+AL	Build OK+AL; WRITE_REGISTERED_CANONICAL_CARD	okal	GENERATED_OR_COPIED_EXACTLY
105	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E105	davon	PURE_COMPOSITION	AR[SUBTYPE=SOURCE_ORIGIN]	Build AR[SUBTYPE=SOURCE_ORIGIN]; WRITE_REGISTERED_CANONICAL_CARD	sar	GENERATED_OR_COPIED_EXACTLY
106	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E106	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
107	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E107	Portion	PURE_COMPOSITION	AIN[SUBTYPE=GENERAL_PORTION]	Build AIN[SUBTYPE=GENERAL_PORTION]; WRITE_REGISTERED_CANONICAL_CARD	kain	GENERATED_OR_COPIED_EXACTLY
108	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E108	weiterer Anteil	PURE_COMPOSITION	OL+AIN	Build OL+AIN; WRITE_REGISTERED_CANONICAL_CARD	olkain	GENERATED_OR_COPIED_EXACTLY
109	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E109	dorthin	PURE_COMPOSITION	AL[SUBTYPE=TARGET_ADDRESS]	Build AL[SUBTYPE=TARGET_ADDRESS]; WRITE_REGISTERED_CANONICAL_CARD	al	GENERATED_OR_COPIED_EXACTLY
110	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E110	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
111	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E111	Anschluss	PURE_COMPOSITION	OL[SUBTYPE=CONNECTION_CONTINUATION]	Build OL[SUBTYPE=CONNECTION_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	rol	GENERATED_OR_COPIED_EXACTLY
112	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E112	Zusatz	LEARNED_WHOLE_SIGN	WHOLE_SIGN[dl]	Copy the complete memorized prose nomenclator card	dl	GENERATED_OR_COPIED_EXACTLY
113	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E113	derselbe Ansatz	PURE_COMPOSITION	OL+OR	Build OL+OR; WRITE_REGISTERED_CANONICAL_CARD	olor	GENERATED_OR_COPIED_EXACTLY
114	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E114	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
115	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E115	Kurze Zielpassage	PURE_COMPOSITION	AL+E_GRADE+CKH[GRADE=E_SHORT]	Build AL+E_GRADE+CKH[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	sheckhal	GENERATED_OR_COPIED_EXACTLY
116	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E116	Sollmaß	PURE_COMPOSITION	AIIN[SUBTYPE=GENERAL_MEASURE]	Build AIIN[SUBTYPE=GENERAL_MEASURE]; WRITE_REGISTERED_CANONICAL_CARD	daiin	GENERATED_OR_COPIED_EXACTLY
117	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E117	Langer Zieleinsatz	PURE_COMPOSITION	OK+AL+E_GRADE	Build OK+AL+E_GRADE; WRITE_REGISTERED_CANONICAL_CARD	qokeedal	GENERATED_OR_COPIED_EXACTLY
118	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E118	Sollmaß	PURE_COMPOSITION	AIIN[SUBTYPE=GENERAL_MEASURE]	Build AIIN[SUBTYPE=GENERAL_MEASURE]; WRITE_REGISTERED_CANONICAL_CARD	daiin	GENERATED_OR_COPIED_EXACTLY
119	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E119	durchleiten	PURE_COMPOSITION	Y+CKH	Build Y+CKH; WRITE_REGISTERED_CANONICAL_CARD	chckhy	GENERATED_OR_COPIED_EXACTLY
120	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E120	überführen; Schluss	PURE_COMPOSITION	CHED_TRANSFER[LICENSED_CLOSE=YES]	Build CHED_TRANSFER[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	schedy	GENERATED_OR_COPIED_EXACTLY
121	PROSE	f81v	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	E121	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	qol	GENERATED_OR_COPIED_EXACTLY
122	PROSE	f81v	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	E122	übertragen; Schluss	LEARNED_WHOLE_SIGN	WHOLE_SIGN[sshkchdy]	Copy the complete memorized prose nomenclator card	sshkchdy	GENERATED_OR_COPIED_EXACTLY
123	PROSE	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	E123	überführen	PURE_COMPOSITION	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	Build Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]; WRITE_REGISTERED_CANONICAL_CARD	chedy	GENERATED_OR_COPIED_EXACTLY
124	PROSE	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	E124	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
125	PROSE	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	E125	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	shedy	GENERATED_OR_COPIED_EXACTLY
126	PROSE	f81v	B1-S005	gemeinsames zweireihiges Figuren-/Beckenfeld	E126	weiterführen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OL+DY+CHED_TRANSFER	Build OL+DY+CHED_TRANSFER; WRITE_REGISTERED_CANONICAL_CARD	qolchedy	GENERATED_OR_COPIED_EXACTLY
127	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	E127	Anteil zugeben	PURE_COMPOSITION	OK+AIN	Build OK+AIN; WRITE_REGISTERED_CANONICAL_CARD	qokain	GENERATED_OR_COPIED_EXACTLY
128	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	E128	durchleiten	PURE_COMPOSITION	Y+CKH	Build Y+CKH; WRITE_REGISTERED_CANONICAL_CARD	shckhy	GENERATED_OR_COPIED_EXACTLY
129	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	E129	Zusatz	LEARNED_WHOLE_SIGN	WHOLE_SIGN[dl]	Copy the complete memorized prose nomenclator card	dl	GENERATED_OR_COPIED_EXACTLY
130	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	E130	Zielmarke	PURE_COMPOSITION	AL[SUBTYPE=TARGET_MARK]	Build AL[SUBTYPE=TARGET_MARK]; WRITE_REGISTERED_CANONICAL_CARD	ral	GENERATED_OR_COPIED_EXACTLY
131	PROSE	f81v	B1-S007	gemeinsames zweireihiges Figuren-/Beckenfeld	E131	neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+DY+CHED_TRANSFER[SUBTYPE=NEW_ITEM_TRANSFER]	Build OK+DY+CHED_TRANSFER[SUBTYPE=NEW_ITEM_TRANSFER]; WRITE_REGISTERED_CANONICAL_CARD	qokchdy	GENERATED_OR_COPIED_EXACTLY
132	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	E132	dies	PURE_COMPOSITION	Y	Build Y; WRITE_REGISTERED_CANONICAL_CARD	chey	GENERATED_OR_COPIED_EXACTLY
133	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	E133	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
134	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	E134	kurz wärmen	PURE_COMPOSITION	E_GRADE+Y+CHK[GRADE=E_SHORT]	Build E_GRADE+Y+CHK[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	cheky	GENERATED_OR_COPIED_EXACTLY
135	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	E135	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
136	PROSE	f81v	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	E136	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	shedy	GENERATED_OR_COPIED_EXACTLY
137	PROSE	f81v	B1-S009	gemeinsames zweireihiges Figuren-/Beckenfeld	E137	kurz einwirken; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+E_GRADE+DY[GRADE=E_SHORT]	Build OK+E_GRADE+DY[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	qokedy	GENERATED_OR_COPIED_EXACTLY
138	PROSE	f81v	B1-S010	gemeinsames zweireihiges Figuren-/Beckenfeld	E138	kurz einwirken; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+E_GRADE+DY[GRADE=E_SHORT]	Build OK+E_GRADE+DY[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	qokedy	GENERATED_OR_COPIED_EXACTLY
139	PROSE	f81v	B1-S011	gemeinsames zweireihiges Figuren-/Beckenfeld	E139	durchleiten	PURE_COMPOSITION	Y+CKH	Build Y+CKH; WRITE_REGISTERED_CANONICAL_CARD	chckhy	GENERATED_OR_COPIED_EXACTLY
140	PROSE	f81v	B1-S011	gemeinsames zweireihiges Figuren-/Beckenfeld	E140	einsetzen	PURE_COMPOSITION	OK+Y[SUBTYPE=SET_CURRENT_ITEM]	Build OK+Y[SUBTYPE=SET_CURRENT_ITEM]; WRITE_REGISTERED_CANONICAL_CARD	qoky	GENERATED_OR_COPIED_EXACTLY
141	PROSE	f81v	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	E141	Waschgang	PURE_COMPOSITION	LSH	Build LSH; WRITE_REGISTERED_CANONICAL_CARD	lsho	GENERATED_OR_COPIED_EXACTLY
142	PROSE	f81v	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	E142	kurz einwirken lassen	PURE_COMPOSITION	OK+E_GRADE+Y[GRADE=E_SHORT]	Build OK+E_GRADE+Y[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	qokey	GENERATED_OR_COPIED_EXACTLY
143	PROSE	f81v	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	E143	Waschgang; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	DY+LSH	Build DY+LSH; WRITE_REGISTERED_CANONICAL_CARD	lshedy	GENERATED_OR_COPIED_EXACTLY
144	PROSE	f81v	B1-S013	gemeinsames zweireihiges Figuren-/Beckenfeld	E144	Waschgang; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	DY+LSH	Build DY+LSH; WRITE_REGISTERED_CANONICAL_CARD	lshedy	GENERATED_OR_COPIED_EXACTLY
145	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	E145	überführen	PURE_COMPOSITION	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	Build Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]; WRITE_REGISTERED_CANONICAL_CARD	chedy	GENERATED_OR_COPIED_EXACTLY
146	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	E146	Weiterweg	PURE_COMPOSITION	OL[SUBTYPE=PATH_CONTINUATION]	Build OL[SUBTYPE=PATH_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	qolky	GENERATED_OR_COPIED_EXACTLY
147	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	E147	Zielabführung	PURE_COMPOSITION	AL+L+CHED_TRANSFER	Build AL+L+CHED_TRANSFER; WRITE_REGISTERED_CANONICAL_CARD	lchedal	GENERATED_OR_COPIED_EXACTLY
148	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	E148	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	qol	GENERATED_OR_COPIED_EXACTLY
149	PROSE	f81v	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	E149	Folgequelle	PURE_COMPOSITION	OT+AR	Build OT+AR; WRITE_REGISTERED_CANONICAL_CARD	otar	GENERATED_OR_COPIED_EXACTLY
150	PROSE	f81v	B1-S015	gemeinsames zweireihiges Figuren-/Beckenfeld	E150	Kurzteil	LEARNED_WHOLE_SIGN	WHOLE_SIGN[ytey]	Copy the complete memorized prose nomenclator card	ytey	GENERATED_OR_COPIED_EXACTLY
151	PROSE	f81v	B1-S015	gemeinsames zweireihiges Figuren-/Beckenfeld	E151	vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+DY+CHED_TRANSFER[SUBTYPE=PREVIOUS_ITEM_TRANSFER]	Build OK+DY+CHED_TRANSFER[SUBTYPE=PREVIOUS_ITEM_TRANSFER]; WRITE_REGISTERED_CANONICAL_CARD	okchedy	GENERATED_OR_COPIED_EXACTLY
152	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	E152	dorthin einsetzen	PURE_COMPOSITION	OK+AL	Build OK+AL; WRITE_REGISTERED_CANONICAL_CARD	qokal	GENERATED_OR_COPIED_EXACTLY
153	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	E153	länger einwirken lassen	PURE_COMPOSITION	OK+E_GRADE+Y[GRADE=EE_LONG]	Build OK+E_GRADE+Y[GRADE=EE_LONG]; WRITE_REGISTERED_CANONICAL_CARD	okeey	GENERATED_OR_COPIED_EXACTLY
154	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	E154	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	qol	GENERATED_OR_COPIED_EXACTLY
155	PROSE	f81v	B1-S016	gemeinsames zweireihiges Figuren-/Beckenfeld	E155	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	cheedy	GENERATED_OR_COPIED_EXACTLY
156	PROSE	f81v	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	E156	dorthin	PURE_COMPOSITION	AL[SUBTYPE=TARGET_ADDRESS]	Build AL[SUBTYPE=TARGET_ADDRESS]; WRITE_REGISTERED_CANONICAL_CARD	sal	GENERATED_OR_COPIED_EXACTLY
157	PROSE	f81v	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	E157	kurz weiterführen	PURE_COMPOSITION	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_CONTINUATION]	Build OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	teol	GENERATED_OR_COPIED_EXACTLY
158	PROSE	f81v	B1-S017	gemeinsames zweireihiges Figuren-/Beckenfeld	E158	Transfer; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	DY+CHED_TRANSFER	Build DY+CHED_TRANSFER; WRITE_REGISTERED_CANONICAL_CARD	dchdy	GENERATED_OR_COPIED_EXACTLY
159	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	E159	Auffanggefäß	LEARNED_WHOLE_SIGN	WHOLE_SIGN[ly]	Copy the complete memorized prose nomenclator card	ly	GENERATED_OR_COPIED_EXACTLY
160	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	E160	Kurzhalt	PURE_COMPOSITION	OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_HOLD]	Build OL+E_GRADE[GRADE=E_SHORT][SUBTYPE=SHORT_HOLD]; WRITE_REGISTERED_CANONICAL_CARD	dsheol	GENERATED_OR_COPIED_EXACTLY
161	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	E161	Arbeitsstufe	PURE_COMPOSITION	IIN[SUBTYPE=WORKING_STAGE]	Build IIN[SUBTYPE=WORKING_STAGE]; WRITE_REGISTERED_CANONICAL_CARD	oiiin	GENERATED_OR_COPIED_EXACTLY
162	PROSE	f81v	B1-S018	gemeinsames zweireihiges Figuren-/Beckenfeld	E162	lange sammeln; Schluss	PURE_COMPOSITION	E_GRADE+SOLK[LICENSED_CLOSE=YES]	Build E_GRADE+SOLK[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	olkeedy	GENERATED_OR_COPIED_EXACTLY
163	PROSE	f81v	B1-S019	gemeinsames zweireihiges Figuren-/Beckenfeld	E163	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	tedy	GENERATED_OR_COPIED_EXACTLY
164	PROSE	f81v	B1-S020	gemeinsames zweireihiges Figuren-/Beckenfeld	E164	kurz wärmen	PURE_COMPOSITION	E_GRADE+Y+CHK[GRADE=E_SHORT]	Build E_GRADE+Y+CHK[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	cheky	GENERATED_OR_COPIED_EXACTLY
165	PROSE	f81v	B1-S020	gemeinsames zweireihiges Figuren-/Beckenfeld	E165	durchlassen; Schluss	PURE_COMPOSITION	CKHE[LICENSED_CLOSE=YES]	Build CKHE[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	shckhedy	GENERATED_OR_COPIED_EXACTLY
166	PROSE	f81v	B1-S021	gemeinsames zweireihiges Figuren-/Beckenfeld	E166	dorthin	PURE_COMPOSITION	AL[SUBTYPE=TARGET_ADDRESS]	Build AL[SUBTYPE=TARGET_ADDRESS]; WRITE_REGISTERED_CANONICAL_CARD	chal	GENERATED_OR_COPIED_EXACTLY
167	PROSE	f82r	B2-S001	obere Paarbecken-/Zylinderstation	E167	überführen; Schluss	PURE_COMPOSITION	CHED_TRANSFER[LICENSED_CLOSE=YES]	Build CHED_TRANSFER[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	dchedy	GENERATED_OR_COPIED_EXACTLY
168	PROSE	f82r	B2-S002	obere Paarbecken-/Zylinderstation	E168	weiterführen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OL+DY+CHED_TRANSFER	Build OL+DY+CHED_TRANSFER; WRITE_REGISTERED_CANONICAL_CARD	qolchedy	GENERATED_OR_COPIED_EXACTLY
169	PROSE	f82r	B2-S003	obere Paarbecken-/Zylinderstation	E169	Anteil zugeben	PURE_COMPOSITION	OK+AIN	Build OK+AIN; WRITE_REGISTERED_CANONICAL_CARD	qokain	GENERATED_OR_COPIED_EXACTLY
170	PROSE	f82r	B2-S003	obere Paarbecken-/Zylinderstation	E170	dies	PURE_COMPOSITION	Y	Build Y; WRITE_REGISTERED_CANONICAL_CARD	dy	GENERATED_OR_COPIED_EXACTLY
171	PROSE	f82r	B2-S003	obere Paarbecken-/Zylinderstation	E171	lange einwirken; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+E_GRADE+DY[GRADE=EE_LONG]	Build OK+E_GRADE+DY[GRADE=EE_LONG]; WRITE_REGISTERED_CANONICAL_CARD	qokeedy	GENERATED_OR_COPIED_EXACTLY
172	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	E172	dorthin einsetzen	PURE_COMPOSITION	OK+AL	Build OK+AL; WRITE_REGISTERED_CANONICAL_CARD	qokal	GENERATED_OR_COPIED_EXACTLY
173	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	E173	Abführpassage	PURE_COMPOSITION	L+Y+CKH	Build L+Y+CKH; WRITE_REGISTERED_CANONICAL_CARD	lcheckhy	GENERATED_OR_COPIED_EXACTLY
174	PROSE	f82r	B2-S004	obere Paarbecken-/Zylinderstation	E174	Abführung	PURE_COMPOSITION	L+CHED_TRANSFER	Build L+CHED_TRANSFER; WRITE_REGISTERED_CANONICAL_CARD	lched	GENERATED_OR_COPIED_EXACTLY
