event_serial	event_id	record_unit_id	section	page	physical_locus	field_id	statement_id	joint_tuple_id	image_owner_id	owner_break_before	visible_owner_reset	terminal_status	autonomous_operational_class	autonomous_readback_token	exact_literal_autonomous_layer	source_token_count	read_once_status	optional_master_gloss	occurrence_bound_exemplar	occurrence_content_source_class	occurrence_content_confidence	strongest_occurrence_rival	strongest_occurrence_contradiction	unsupported_exemplar_nouns	global_purpose_lead	global_purpose_rival	semantic_ceiling
23	E023	H2	HERBAL	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Erwärme gelinde]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.30	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	Wärme	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
24	E024	H2	HERBAL	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:10488b911aae52b3b334] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.32	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	junge Spitzen|Erntezeit	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
25	E025	H2	HERBAL	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Führe den ersten Ansatz weiter]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	Arbeitsansatz	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
26	E026	H2	HERBAL	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:497cbd9c7401810ff56b] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm eine Handvoll]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.31	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Handvoll.	Handvoll	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
27	E027	H2	HERBAL	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	FORMAL_LINK_OR_SLOT	[FORMAL_LINK]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL_LINK]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:keine eigene Sachangabe; der Master verbindet die benachbarten Quellenglieder an dieser formalen Linkstelle]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	Arbeitsansatz	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
28	E028	H2	HERBAL	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:dec401773c1f0347793d] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind vorheriger Posten.	vorheriger Posten	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
29	E029	H2	HERBAL	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	FORMAL_LINK_OR_SLOT	[FORMAL_LINK]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL_LINK]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:keine eigene Sachangabe; der Master verbindet die benachbarten Quellenglieder an dieser formalen Linkstelle]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	Arbeitsansatz	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
30	E030	H2	HERBAL	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	FORMAL_PARAMETER_CHANNEL	[FORMAL:VORGABEPARAMETER; KEIN_WORT]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [FORMAL:VORGABEPARAMETER; KEIN_WORT]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	Dosis	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
31	E031	H2	HERBAL	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:4d4559019a961b834aa1] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Vereinige die beiden Fraktionen]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.32	Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Fraktionen.	Fraktionen	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
32	E032	H2	HERBAL	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:27d97af8c96eb056c2e6] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind glasiertes Gefäß.	glasiertes Gefäß	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
33	E033	H2	HERBAL	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Führe die Mischung als Salbenansatz]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	Salbenansatz	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
34	E034	H2	HERBAL	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	Salbenansatz	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
35	E035	H2	HERBAL	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Rühre bei kleinem Feuer]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.30	Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Feuer.	Feuer	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
36	E036	H2	HERBAL	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:409de02322e7b2ca0c62] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Bis eine weiche Salbe entsteht]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.31	Technischer Pflanzenmaterial-Rivale: beide durch dasselbe Tuch seihen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbe.	Salbe	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
37	E037	H2	HERBAL	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Bewahre sie bedeckt]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: Farbe und Bodensatz als Vergleichsmerkmale notieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Vorratsgefäß.	Vorratsgefäß	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
38	E038	H2	HERBAL	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:834825c61d048a6b5628] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.18	Technischer Pflanzenmaterial-Rivale: Vergleichspaar dem lokalen Posten/dem lokalen Posten verschlossen lagern.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Geschwür, Schwellung.	Geschwür|Schwellung	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
39	E039	H3	HERBAL	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	RECORD_START	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:953ad19b79517fc8a211] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.32	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H3 als Blüten-Kraut-Los dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten, junge Blätter; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Frühjahr.	Frühjahr|Blüten|junge Blätter	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
40	E040	H3	HERBAL	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:428a5e3662aa57b4b256] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Koche sie in reinem Wein]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.25	Technischer Pflanzenmaterial-Rivale: junge oberirdische Teile sammeln.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wein.	Wein	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
41	E041	H3	HERBAL	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:bdad9f9ea8b80f141496] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Wring den Ansatz durch ein feines Tuch]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: Blütenköpfe und Blätter in zwei Schalen sortieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	Tuch	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
42	E042	H3	HERBAL	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:a8af08e69edab8e54f15] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Lass den Auszug stehen]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.29	Technischer Pflanzenmaterial-Rivale: Krautfraktion quetschen und in Wasser mazerieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	Auszug	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
43	E043	H3	HERBAL	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:deb377381ceaf55ea310] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Seihe ihn nochmals durch ein Tuch]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.28	Technischer Pflanzenmaterial-Rivale: Auszug zuerst grob, dann durch Tuch seihen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	Tuch	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
44	E044	H3	HERBAL	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	SAME_OWNER	NO	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:b5df9126607030b95175] > [EXEMPLAR_VALUE_UNKNOWN]	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NONE	[EXEMPLAR:Warte, bis der örtlich verlangte klare Zustand erreicht ist]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	0.46	Technischer Pflanzenmaterial-Rivale: Klarheitszustand des Filtrats dem lokalen Posten prüfen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Klarzustand.	Klarzustand	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
