state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt566_selected_clause_de	owner_voice_working_clause_de	owner_bound_control_clause_de	owner_voice_changed	owner_voice_equals_owner_bound	adapter_card_count	adapter_card_ids	outer_template_id	structural_template_id	state_atom_alignment	guard
54	G407-E0298	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otchoshor	OT+CH+O+SH+OR	Danach: nimm die Einheit und halte die Einheit; zur Ausführung.	Danach: nimm die Arbeitseinheit und halte die Arbeitseinheit; zur Ausführung.	Danach nimm die Arbeitseinheit und halte die Arbeitseinheit; als Ausführung.	YES	NO	1	GDT567-A08	GDT565-O03	GDT565-T144	1:OT=danach | 2:CH=nehmen | 3:O=zur Ausführung | 4:SH=halten | 5:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
55	G407-E0299	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qoty	OT+Y	Danach: halte den Posten.	Danach: halte den Pflanzenposten.	Danach im laufenden Gang halte den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
56	G407-E0300	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	Danach: halte die Einheit.	Danach: halte die Arbeitseinheit.	Danach im laufenden Gang halte die Arbeitseinheit.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T139	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
57	G407-E0302	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otar	OT+AR	Danach: stelle den Posten ein; vom Ausgang.	Danach: stelle den Pflanzenposten ein; vom Ausgangsmaterial.	Danach im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	YES	NO	2	GDT567-A05|GDT567-A25	GDT565-O03	GDT565-T140	1:OT=danach | 2:AR=vom Ausgang	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
58	G407-E0305	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotchy	OT+Y	Danach: stelle den Posten ein.	Danach: stelle den Pflanzenposten ein.	Danach im laufenden Gang stelle den Pflanzenposten ein.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
59	G407-E0306	G407-S009	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	Danach: stelle die Einheit ein.	Danach: stelle die Arbeitseinheit ein.	Danach im laufenden Gang stelle die Arbeitseinheit ein.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T139	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
60	G407-E0307	G407-S010	f11r	HERBAL	blühender dreikroniger Sodenstock	tshol	T+SH+OL	Weiter: stelle ein und halte.	Weiter: stelle ein und halte.	Weiter stelle ein und halte.	NO	NO	0	NONE	GDT565-O05	GDT565-T078	1:T=einstellen | 2:SH=halten | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
61	G407-E0313	G407-S010	f11r	HERBAL	blühender dreikroniger Sodenstock	tchody	T+CH+O+DY	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung; schließe den Schritt.	Stelle den Pflanzenposten [wie zuvor] ein und nimm den Pflanzenposten [wie zuvor]; als Ausführung; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T032	1:T=einstellen | 2:CH=nehmen | 3:O=zur Ausführung | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
62	G407-E0322	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	kchol	K+OL	Weiter: gib den Posten.	Weiter: gib den Pflanzenposten.	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:K=geben | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
63	G407-E0324	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	qoty	OT+Y	Danach: gib den Posten.	Danach: gib den Pflanzenposten.	Danach im laufenden Gang gib den Pflanzenposten zu.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
64	G407-E0325	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	chol	OL	Weiter: gib den Posten.	Weiter: gib den Pflanzenposten.	Weiter im laufenden Gang gib den Pflanzenposten [wie zuvor] zu.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
65	G407-E0329	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	choty	CH+OT+Y	Danach: nimm den Posten.	Danach: nimm den Pflanzenposten.	Danach nimm den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:CH=nehmen | 2:OT=danach | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
66	G407-E0334	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	dchol	D_ADDR+OL	Weiter: nimm den Wert; hier.	Weiter: nimm den Arbeitswert; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Arbeitswert [wie zuvor]; an der bezeichneten Stelle.	YES	NO	2	GDT567-A06|GDT567-A38	GDT565-O03	GDT565-T068	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
67	G407-E0339	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	tchol	T+OL	Weiter: stelle den Wert ein.	Weiter: stelle den Arbeitswert ein.	Weiter stelle den Arbeitswert [wie zuvor] ein.	YES	NO	1	GDT567-A06	GDT565-O05	GDT565-T072	1:T=einstellen | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
68	G407-E0354	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	otol	OT+OL	Danach: wähle den Posten; weiterführen.	Danach: wähle den Pflanzenposten; weiterführen.	Danach und weiter im laufenden Gang wähle den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O06	GDT565-T167	1:OT=danach | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
69	G407-E0362	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	qotchy	OT+Y	Danach: wähle den Posten.	Danach: wähle den Pflanzenposten.	Danach im laufenden Gang wähle den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
70	G407-E0363	G407-S011	f11r	HERBAL	blühender dreikroniger Sodenstock	okchol	OK+OL	Weiter: setze den Posten.	Weiter: setze den Pflanzenposten.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OK=setzen | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
71	G407-E0368	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	shol	SH+OL	Weiter: halte den Posten.	Weiter: halte den Pflanzenposten.	Weiter halte den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
72	G407-E0371	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	shol	SH+OL	Weiter: halte den Posten.	Weiter: halte den Pflanzenposten.	Weiter halte den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
73	G407-E0375	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	dchol	D_ADDR+OL	Weiter: nimm den Posten; hier.	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	YES	NO	2	GDT567-A05|GDT567-A38	GDT565-O03	GDT565-T068	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
74	G407-E0376	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	chol	OL	Weiter: nimm den Posten.	Weiter: nimm den Pflanzenposten.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
75	G407-E0377	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	dol	D_ADDR+OL	Weiter: nimm den Posten; hier.	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	YES	NO	2	GDT567-A05|GDT567-A38	GDT565-O03	GDT565-T068	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
76	G407-E0382	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	qoty	OT+Y	Danach: gib den Posten.	Danach: gib den Pflanzenposten.	Danach im laufenden Gang gib den Pflanzenposten zu.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
77	G407-E0399	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	otchor	OT+CH+OR	Danach: nimm die Einheit.	Danach: nimm die Arbeitseinheit.	Danach nimm die Arbeitseinheit.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T139	1:OT=danach | 2:CH=nehmen | 3:OR=die Einheit	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
78	G407-E0403	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	kchol	K+OL	Weiter: gib den Posten.	Weiter: gib den Pflanzenposten.	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:K=geben | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
79	G407-E0406	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	otchol	OT+CH+OL	Danach: nimm den Posten; weiterführen.	Danach: nimm den Pflanzenposten; weiterführen.	Danach und weiter nimm den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O06	GDT565-T167	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
80	G407-E0407	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	cfholdy	CH+LOCAL_CHAR_F+OL+DY	Weiter: nimm den Posten; hier; abschließen.	Weiter: nimm den Pflanzenposten; an der bezeichneten Stelle; schließe den Schritt.	Weiter nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle; schließe den Schritt.	YES	NO	3	GDT567-A05|GDT567-A38|GDT567-A39	GDT565-O04	GDT565-T109	1:CH=nehmen | 2:LOCAL_CHAR_F=hier | 3:OL=weiter | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
81	G407-E0411	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	qotchol	OT+CH+OL	Danach: nimm den Wert; weiterführen.	Danach: nimm den Arbeitswert; weiterführen.	Danach und weiter nimm den Arbeitswert [wie zuvor].	YES	NO	1	GDT567-A06	GDT565-O06	GDT565-T167	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
82	G407-E0419	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	chol	OL	Weiter: setze den Posten.	Weiter: setze den Pflanzenposten.	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
83	G407-E0423	G407-S013	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	oldy	OL+DY	Weiter: setze den Posten; abschließen.	Weiter: setze den Pflanzenposten; schließe den Schritt.	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O06	GDT565-T110	1:OL=weiter | 2:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
84	G407-E0433	G407-S014	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	oldy	OL+DY	Weiter: setze den Wert; abschließen.	Weiter: setze den Arbeitswert; schließe den Schritt.	Weiter im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; schließe den Schritt.	YES	NO	2	GDT567-A06|GDT567-A39	GDT565-O06	GDT565-T110	1:OL=weiter | 2:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
85	G407-E0435	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	chol	OL	Weiter: halte den Posten.	Weiter: halte den Pflanzenposten.	Weiter im laufenden Gang halte den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
86	G407-E0437	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	ykoly	Y+K+OL+Y	Weiter: gib die beiden Posten.	Weiter: gib die beiden Pflanzenposten.	Weiter gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T050	1:Y=den Posten | 2:K=geben | 3:OL=weiter | 4:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
87	G407-E0439	G407-S015	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	daldy	AL+DY	Nimm den Posten; zum Zielort; abschließen.	Nimm den Pflanzenposten; zur Zielstelle; schließe den Schritt.	Im laufenden Gang nimm den Pflanzenposten [wie zuvor]; zur Zielstelle; schließe den Schritt.	YES	NO	3	GDT567-A05|GDT567-A24|GDT567-A39	GDT565-O01	GDT565-T024	1:AL=zum Zielort | 2:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
88	G407-E0440	G407-S016	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	sotchy	S+OT+Y	Danach: wähle den Posten.	Danach: wähle den Pflanzenposten.	Danach wähle den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:S=wählen | 2:OT=danach | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
89	G407-E0443	G407-S017	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	fshody	LOCAL_CHAR_F+SH+O+DY	Halte; hier; zur Ausführung; abschließen.	Halte; an der bezeichneten Stelle; zur Ausführung; schließe den Schritt.	Halte; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	YES	NO	2	GDT567-A38|GDT567-A39	GDT565-O01	GDT565-T004	1:LOCAL_CHAR_F=hier | 2:SH=halten | 3:O=zur Ausführung | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
90	G407-E0447	G407-S018	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	opydy	O+P+Y+DY	Setze den Posten ein; zur Ausführung; abschließen.	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	Setze den Pflanzenposten ein; als Ausführung; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T006	1:O=zur Ausführung | 2:P=einsetzen | 3:Y=den Posten | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
91	G407-E0450	G407-S019	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	otchy	OT+CH+Y	Danach: nimm den Posten.	Danach: nimm den Pflanzenposten.	Danach nimm den Pflanzenposten.	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T139	1:OT=danach | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
92	G407-E0451	G407-S019	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	dody	D_ADDR+O+DY	Nimm den Posten; hier; zur Ausführung; abschließen.	Nimm den Pflanzenposten; an der bezeichneten Stelle; zur Ausführung; schließe den Schritt.	Im laufenden Gang nimm den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	YES	NO	3	GDT567-A05|GDT567-A38|GDT567-A39	GDT565-O01	GDT565-T017	1:D_ADDR=hier | 2:O=zur Ausführung | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
93	G407-E0452	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	oldckhy	OL+D_ADDR+CH+K+Y	Weiter: nimm den Posten und gib den Posten; hier.	Weiter: nimm den Pflanzenposten und gib den Pflanzenposten; an der bezeichneten Stelle.	Weiter nimm den Pflanzenposten und gib den Pflanzenposten zu; an der bezeichneten Stelle.	YES	NO	2	GDT567-A05|GDT567-A38	GDT565-O03	GDT565-T090	1:OL=weiter | 2:D_ADDR=hier | 3:CH=nehmen | 4:K=geben | 5:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
94	G407-E0457	G407-S020	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	ckhody	CH+K+O+DY	Nimm den Posten und gib den Posten; zur Ausführung; abschließen.	Nimm den Pflanzenposten und gib den Pflanzenposten; zur Ausführung; schließe den Schritt.	Nimm den Pflanzenposten [wie zuvor] und gib den Pflanzenposten [wie zuvor] zu; als Ausführung; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T032	1:CH=nehmen | 2:K=geben | 3:O=zur Ausführung | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
95	G407-E0459	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	otchol	OT+CH+OL	Danach: nimm die Einheit; weiterführen.	Danach: nimm die Arbeitseinheit; weiterführen.	Danach und weiter nimm die Arbeitseinheit [wie zuvor].	YES	NO	1	GDT567-A08	GDT565-O06	GDT565-T167	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
96	G407-E0462	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chol	OL	Weiter: wähle den Posten.	Weiter: wähle den Pflanzenposten.	Weiter im laufenden Gang wähle den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
97	G407-E0470	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	shol	SH+OL	Weiter: halte die Einheit.	Weiter: halte die Arbeitseinheit.	Weiter halte die Arbeitseinheit [wie zuvor].	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T072	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
98	G407-E0471	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	qokol	OK+OL	Weiter: setze die Einheit.	Weiter: setze die Arbeitseinheit.	Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	YES	NO	1	GDT567-A08	GDT565-O05	GDT565-T072	1:OK=setzen | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
99	G407-E0473	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	olaiin	OL+AIIN	Weiter: setze den Wert.	Weiter: setze den Arbeitswert.	Weiter im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	YES	NO	1	GDT567-A06	GDT565-O05	GDT565-T072	1:OL=weiter | 2:AIIN=den Wert	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
100	G407-E0483	G407-S021	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	cphaldy	CH+P+AL+DY	Nimm die Einheit und setze die Einheit ein; zum Zielort; abschließen.	Nimm die Arbeitseinheit und setze die Arbeitseinheit ein; zur Zielstelle; schließe den Schritt.	Nimm die Arbeitseinheit [wie zuvor] und setze die Arbeitseinheit [wie zuvor] ein; zur Zielstelle; schließe den Schritt.	YES	NO	3	GDT567-A08|GDT567-A24|GDT567-A39	GDT565-O01	GDT565-T038	1:CH=nehmen | 2:P=einsetzen | 3:AL=zum Zielort | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
101	G407-E0486	G407-S022	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	qody	CARRIER_Q+O+DY	Stelle den Posten ein; am Beginn; zur Ausführung; abschließen.	Stelle den Pflanzenposten ein; am Beginn; zur Ausführung; schließe den Schritt.	Im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; als neuen Einsatz und als Ausführung; schließe den Schritt.	YES	NO	2	GDT567-A05|GDT567-A39	GDT565-O01	GDT565-T007	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
102	G407-E0494	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	choldshy	CH+OL+D_ADDR+SH+Y	Weiter: nimm den Posten und halte den Posten; hier.	Weiter: nimm den Pflanzenposten und halte den Pflanzenposten; an der bezeichneten Stelle.	Weiter nimm den Pflanzenposten und halte den Pflanzenposten; an der bezeichneten Stelle.	YES	NO	2	GDT567-A05|GDT567-A38	GDT565-O03	GDT565-T090	1:CH=nehmen | 2:OL=weiter | 3:D_ADDR=hier | 4:SH=halten | 5:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
103	G407-E0497	G407-S023	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	opchordy	O+P+CH+OR+DY	Setze die Einheit ein und nimm die Einheit; zur Ausführung; abschließen.	Setze die Arbeitseinheit ein und nimm die Arbeitseinheit; zur Ausführung; schließe den Schritt.	Setze die Arbeitseinheit ein und nimm die Arbeitseinheit; als Ausführung; schließe den Schritt.	YES	NO	2	GDT567-A08|GDT567-A39	GDT565-O01	GDT565-T032	1:O=zur Ausführung | 2:P=einsetzen | 3:CH=nehmen | 4:OR=die Einheit | 5:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
104	G407-E0512	G407-S024	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	mol	M_LOCAL+OL	Weiter: wähle den Posten; hier.	Weiter: wähle den Pflanzenposten; an der bezeichneten Stelle.	Weiter im laufenden Gang wähle den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	YES	NO	2	GDT567-A05|GDT567-A38	GDT565-O03	GDT565-T068	1:M_LOCAL=hier | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
105	G407-E0513	G407-S024	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	otchol	OT+CH+OL	Danach: nimm den Posten; weiterführen.	Danach: nimm den Pflanzenposten; weiterführen.	Danach und weiter nimm den Pflanzenposten [wie zuvor].	YES	NO	1	GDT567-A05	GDT565-O06	GDT565-T167	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
106	G407-E0516	G407-S024	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chol	OL	Weiter: setze den Wert.	Weiter: setze den Arbeitswert.	Weiter im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	YES	NO	1	GDT567-A06	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
