argument_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_argument_root	inherited_argument_value_de	argument_source_type	argument_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
344	G407-E3500	G407-S567	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3499	1	NOT_STORED	Danach: bearbeite den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
345	G407-E3516	G407-S572	f83r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3514	2	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
346	G407-E3519	G407-S573	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
347	G407-E3520	G407-S574	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
348	G407-E3522	G407-S575	f83r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: bearbeite den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
349	G407-E3561	G407-S583	f83r	BIOLOGICAL	otal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3560	1	NOT_STORED	Danach: gib den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
350	G407-E3575	G407-S587	f83r	BIOLOGICAL	qedy	CARRIER_Q+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Setze den Posten; am Beginn; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
351	G407-E3632	G407-S602	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3631	1	NOT_STORED	Danach: gib den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
352	G407-E3635	G407-S604	f83r	BIOLOGICAL	sol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
353	G407-E3642	G407-S606	f83r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
354	G407-E3643	G407-S607	f83r	BIOLOGICAL	sol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
355	G407-E3657	G407-S611	f83r	BIOLOGICAL	otedy	OT+E+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3656	1	NOT_STORED	Danach: bearbeite den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
356	G407-E3658	G407-S612	f83r	BIOLOGICAL	ldy	L+DY	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Bearbeite den Wert; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
357	G407-E3660	G407-S613	f83r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3659	1	NOT_STORED	Danach: bearbeite den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
358	G407-E3679	G407-S619	f83r	BIOLOGICAL	otal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3678	1	NOT_STORED	Danach: bearbeite den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
359	G407-E3696	G407-S626	f83r	BIOLOGICAL	oldy	OL+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
360	G407-E3699	G407-S627	f83r	BIOLOGICAL	qody	CARRIER_Q+O+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3698	1	NOT_STORED	Halte den Posten; am Beginn; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
361	G407-E3701	G407-S628	f83r	BIOLOGICAL	oldy	OL+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: gib den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
362	G407-E3710	G407-S633	f83r	BIOLOGICAL	ldy	L+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Setze den Posten; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
363	G407-E3736	G407-S637	f83r	BIOLOGICAL	sol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3735	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
364	G407-E3756	G407-S643	f83r	BIOLOGICAL	sol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3754	2	NOT_STORED	Weiter: gib den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
365	G407-E3757	G407-S643	f83r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3754	3	NOT_STORED	Weiter: gib den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
366	G407-E3765	G407-S643	f83r	BIOLOGICAL	qotal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3764	1	NOT_STORED	Danach: bearbeite den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
367	G407-E3774	G407-S646	f83r	BIOLOGICAL	lol	L+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: nimm den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
368	G407-E3777	G407-S646	f83r	BIOLOGICAL	sol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3776	1	NOT_STORED	Weiter: bearbeite den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
369	G407-E3783	G407-S647	f83r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3782	1	NOT_STORED	Weiter: markiere den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
370	G407-E3786	G407-S647	f83r	BIOLOGICAL	qotar	OT+AR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3782	4	NOT_STORED	Danach: nimm den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
371	G407-E3787	G407-S647	f83r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3782	5	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
372	G407-E3789	G407-S647	f83r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3788	1	NOT_STORED	Weiter: nimm den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
373	G407-E3793	G407-S647	f83r	BIOLOGICAL	sol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3792	1	NOT_STORED	Weiter: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
374	G407-E3819	G407-S648	f88r	PHARMA	otam	OT+AM_ADDR	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3817	2	NOT_STORED	Danach: wähle die Einheit; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
375	G407-E3848	G407-S649	f88r	PHARMA	oldy	OL+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3846	2	NOT_STORED	Weiter: nimm den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
376	G407-E3868	G407-S650	f88r	PHARMA	teol	E+OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3866	2	NOT_STORED	Weiter: wähle den Wert; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
377	G407-E3873	G407-S650	f88r	PHARMA	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3872	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
378	G407-E3878	G407-S650	f88r	PHARMA	chol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3877	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
379	G407-E3880	G407-S650	f88r	PHARMA	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3877	3	NOT_STORED	Weiter: markiere den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
380	G407-E3890	G407-S652	f88r	PHARMA	chol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
381	G407-E3893	G407-S652	f88r	PHARMA	chol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
382	G407-E3897	G407-S652	f88r	PHARMA	oldal	OL+DA+L	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3896	1	NOT_STORED	Weiter: halte den Wert; auf der zweiten Stufe; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
383	G407-E3900	G407-S652	f88r	PHARMA	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3898	2	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
384	G407-E3915	G407-S652	f88r	PHARMA	chol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3914	1	NOT_STORED	Weiter: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
385	G407-E3926	G407-S652	f88r	PHARMA	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3922	4	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
386	G407-E3927	G407-S652	f88r	PHARMA	dol	D_ADDR+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3922	5	NOT_STORED	Weiter: nimm den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
387	G407-E3973	G407-S657	f88v	PHARMA	qoteody	OT+E+O+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3972	1	NOT_STORED	Danach: gib den Wert; auf Grad I; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
388	G407-E3995	G407-S659	f88v	PHARMA	otol	OT+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3994	1	NOT_STORED	Danach: gib den Posten; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
389	G407-E3998	G407-S659	f88v	PHARMA	qotody	OT+O+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E3997	1	NOT_STORED	Danach: nimm den Posten; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
390	G407-E4003	G407-S660	f88v	PHARMA	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4001	2	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
391	G407-E4012	G407-S660	f88v	PHARMA	oteol	OT+E+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4011	1	NOT_STORED	Danach: nimm den Posten; auf Grad I; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
392	G407-E4016	G407-S660	f88v	PHARMA	oteeody	OT+EE+O+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4015	1	NOT_STORED	Danach: stelle den Posten ein; auf Grad II; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
393	G407-E4027	G407-S663	f88v	PHARMA	qoteo	OT+E+O	AIN	ANTEIL	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Anteil; auf Grad I; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
394	G407-E4081	G407-S668	f89r	PHARMA	chol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4078	3	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
395	G407-E4083	G407-S668	f89r	PHARMA	chol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4082	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
396	G407-E4100	G407-S668	f89r	PHARMA	chol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4098	2	NOT_STORED	Weiter: wähle den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
397	G407-E4115	G407-S669	f89r	PHARMA	darolg	AR+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4113	2	NOT_STORED	Weiter: setze den Posten ein; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
398	G407-E4123	G407-S670	f89r	PHARMA	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4122	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
399	G407-E4167	G407-S672	f89r	PHARMA	otcham	OT+AM_ADDR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4166	1	NOT_STORED	Danach: bearbeite den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
400	G407-E4168	G407-S672	f89r	PHARMA	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4166	2	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
401	G407-E4177	G407-S672	f89r	PHARMA	qotol	OT+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4176	1	NOT_STORED	Danach: halte den Posten; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
402	G407-E4182	G407-S672	f89r	PHARMA	oteos	OT+E+O+S_ADDR	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4181	1	NOT_STORED	Danach: nimm den Anteil; auf Grad I; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
403	G407-E4216	G407-S675	f89r	PHARMA	dol	D_ADDR+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4214	2	NOT_STORED	Weiter: wähle den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
404	G407-E4224	G407-S675	f89r	PHARMA	qody	CARRIER_Q+O+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4223	1	NOT_STORED	Nimm den Posten; am Beginn; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
405	G407-E4233	G407-S678	f89r	PHARMA	qoteol	OT+E+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: nimm den Posten; auf Grad I; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
406	G407-E4235	G407-S678	f89r	PHARMA	otol	OT+OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4234	1	NOT_STORED	Danach: nimm den Wert; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
407	G407-E4253	G407-S678	f89r	PHARMA	ol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4252	1	NOT_STORED	Weiter: setze die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
408	G407-E4256	G407-S678	f89r	PHARMA	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4255	1	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
409	G407-E4258	G407-S678	f89r	PHARMA	chol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4257	1	NOT_STORED	Weiter: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
410	G407-E4262	G407-S680	f89r	PHARMA	dol	D_ADDR+OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: nimm den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
411	G407-E4265	G407-S680	f89r	PHARMA	ol	OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
412	G407-E4303	G407-S682	f89r	PHARMA	oldy	OL+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4302	1	NOT_STORED	Weiter: setze den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
413	G407-E4305	G407-S683	f89r	PHARMA	ytoldy	OL+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
414	G407-E4336	G407-S685	f89r	PHARMA	oteos	OT+E+O+S_ADDR	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4335	1	NOT_STORED	Danach: wähle den Wert; auf Grad I; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
415	G407-E4346	G407-S685	f89r	PHARMA	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4345	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
416	G407-E4350	G407-S685	f89r	PHARMA	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4348	2	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
417	G407-E4357	G407-S685	f89r	PHARMA	dol	D_ADDR+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4356	1	NOT_STORED	Weiter: markiere den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
418	G407-E4390	G407-S685	f89r	PHARMA	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4389	1	NOT_STORED	Weiter: markiere den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
419	G407-E4393	G407-S685	f89r	PHARMA	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4392	1	NOT_STORED	Weiter: markiere den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
420	G407-E4404	G407-S688	f95v	HERBAL	otedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4403	1	NOT_STORED	Danach: bearbeite den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
421	G407-E4408	G407-S689	f95v	HERBAL	sol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4407	1	NOT_STORED	Weiter: wähle den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
422	G407-E4453	G407-S692	f95v	HERBAL	ldy	L+DY	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4452	1	NOT_STORED	Setze den Anteil; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
423	G407-E4472	G407-S695	f95v	HERBAL	otar	OT+AR	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4471	1	NOT_STORED	Danach: setze den Anteil; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
424	G407-E4475	G407-S696	f95v	HERBAL	otal	OT+AL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
425	G407-E4494	G407-S698	f95v	HERBAL	otaldy	OT+AL+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4493	1	NOT_STORED	Danach: halte den Posten; zum Zielort; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
426	G407-E4500	G407-S700	f95v	HERBAL	otal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4499	1	NOT_STORED	Danach: bearbeite den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
427	G407-E4511	G407-S705	f95v	HERBAL	ol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
428	G407-E4520	G407-S705	f95v	HERBAL	otar	OT+AR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4518	2	NOT_STORED	Danach: stelle den Posten ein; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
429	G407-E4524	G407-S705	f95v	HERBAL	otardy	OT+AR+DY	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4523	1	NOT_STORED	Danach: gib den Anteil; vom Ausgang; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
430	G407-E4535	G407-S709	f95v	HERBAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4534	1	NOT_STORED	Weiter: stelle den Wert ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
