page	locus	token_ordinal	surface	v63_token_gloss_de	v64_token_gloss_de	v64_changed	v64_rule_id	decision_class	practical_head_de	live_rivals_de	preparation_span_count	preparation_roles	formal_routes	basis	v65_token_gloss_de	v65_changed	v65_rule_id	v65_composition	v65_family	v65_product_rival_de	v65_visible_tail	v65_whole_extension	v65_basis	v66_tournament_role	v66_rule_id	v66_fraction_de	v66_fraction_changed	v66_share_de	v66_share_changed	v66_stage_de	v66_stage_changed	v66_class_de	v66_class_changed	v66_selected_candidate	v66_selected_gloss_de	v66_selected_changed	v66_selected_semantic_role	v66_selected_override_id
f105v	f105v.1	6	opchedaiin	drei Dosen bis zur Mittelstufe getrockneter Pulveransatz	drei Dosen bis zur Mittelstufe getrockneten Pulvers	1	P026	MATERIAL_RESULT_COLLAPSE	Pulver	Pulverzubereitung|Trockenpulver	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Das sichtbare Pulver trägt das dosierte Trockengut ohne zweiten Ansatzkopf.	drei Dosen bis zur Mittelstufe getrockneten Pulvers	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	drei Dosen bis zur Mittelstufe getrockneten Pulvers	0	drei Dosen bis zur Mittelstufe getrockneten Pulvers	0	drei Dosen bis zur Mittelstufe getrockneten Pulvers	0	drei Dosen bis zur Mittelstufe getrockneten Pulvers	0	share	drei Dosen bis zur Mittelstufe getrockneten Pulvers	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.1	7	dairody	fertige abgemessene Ansatzfraktion II	fertige abgemessene Ansatzfraktion II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	fertige abgemessene Ansatzfraktion II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertige abgemessene Ansatzfraktion II	0	fertige abgemessene Ansatzfraktion II	0	fertige abgemessene Ansatzfraktion II	0	fertige abgemessene Ansatzfraktion II	0	share	fertige abgemessene Ansatzfraktion II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.1	8	ypcheddy	hieraus Pulver bis zur Mittelstufe trocknen	hieraus Pulver bis zur Mittelstufe trocknen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	hieraus Pulver bis zur Mittelstufe trocknen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	hieraus Pulver bis zur Mittelstufe trocknen	0	hieraus Pulver bis zur Mittelstufe trocknen	0	hieraus Pulver bis zur Mittelstufe trocknen	0	hieraus Pulver bis zur Mittelstufe trocknen	0	share	hieraus Pulver bis zur Mittelstufe trocknen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.1	9	sairy	zweite Samenfraktion, abgeschlossen	zweite Samenfraktion, abgeschlossen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	zweite Samenfraktion, abgeschlossen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	zweite Samenfraktion, abgeschlossen	0	zweite Samenfraktion, abgeschlossen	0	zweite Samenfraktion, abgeschlossen	0	zweite Samenfraktion, abgeschlossen	0	share	zweite Samenfraktion, abgeschlossen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	1	pchedaiin	drei Dosen bis Mittelstufe getrocknetes Pulver	drei Dosen bis Mittelstufe getrocknetes Pulver	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	drei Dosen bis Mittelstufe getrocknetes Pulver	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	drei Dosen bis Mittelstufe getrocknetes Pulver	0	drei Dosen bis Mittelstufe getrocknetes Pulver	0	drei Dosen bis Mittelstufe getrocknetes Pulver	0	drei Dosen bis Mittelstufe getrocknetes Pulver	0	share	drei Dosen bis Mittelstufe getrocknetes Pulver	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	2	chckhdy	trockenes Arzneikompositum, Anfangsstufe erreicht	trockenes Arzneikompositum, Anfangsstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trockenes Arzneikompositum, Anfangsstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trockenes Arzneikompositum, Anfangsstufe erreicht	0	trockenes Arzneikompositum, Anfangsstufe erreicht	0	trockenes Arzneikompositum, Anfangsstufe erreicht	0	trockenes Arzneikompositum, Anfangsstufe erreicht	0	share	trockenes Arzneikompositum, Anfangsstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	3	qokaiir	nimm die dritte erhitzte Drogenfraktion	nimm die dritte erhitzte Drogenfraktion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	nimm die heiße Drogenfraktion III	1	F016	QO_FRAME+K_HOT+AIIR_FRACTION_III	QO_ACTION_R_LADDER	nimm den dritten heißen Drogenauszug		EXACT_QOKAIIR_ACTION_OVERRIDE	Exact-whole action override; AIIR bleibt Stufe III und QO wird nicht in nominale Schwestern exportiert.	TARGET_41	H016	nimm die heiße Drogenfraktion III	0	nimm den heißen Drogenanteil III	1	nimm die heiße Drogenzubereitung auf Stufe III	1	nimm heißen Drogenstoff der Klasse III	1	share	nimm den heißen Drogenanteil III	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f105v	f105v.14	4	olpchedy	fertiges Trockenpulver aus Holzansatz	fertiges Holzextraktpulver	1	P025	MATERIAL_RESULT_COLLAPSE	Holzextraktpulver	getrocknetes Holzpulver|Holzrückstand	1	GENITIVE_SOURCE	PROVISIONAL_LOCAL_SCOPE	O-L-P bindet Präparation, Holz und Pulver; Extraktpulver bewahrt die Zubereitungsrelation gegenüber rohem Holzpulver.	fertiges Holzextraktpulver	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertiges Holzextraktpulver	0	fertiges Holzextraktpulver	0	fertiges Holzextraktpulver	0	fertiges Holzextraktpulver	0	share	fertiges Holzextraktpulver	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	5	olord	abgezogene Portion Holzansatz	abgezogene Portion Holzauszug	1	P004	EXACT_MATERIAL_WORKFLOW_WHOLE	Holzauszug	Holzzubereitung|Holzansatz	1	QUANTITY_OBJECT	PROVISIONAL_LOCAL_SCOPE	Holzkopf plus abgezogene Portion verlangt ein Produkt, nicht den offenen Arbeitsrahmen.	abgezogene Portion Holzauszug	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	abgezogene Portion Holzauszug	0	abgezogene Portion Holzauszug	0	abgezogene Portion Holzauszug	0	abgezogene Portion Holzauszug	0	share	abgezogene Portion Holzauszug	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	6	aiiin	Menge IV	Menge IV	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Menge IV	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Menge IV	0	Menge IV	0	Menge IV	0	Menge IV	0	share	Menge IV	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	7	tail	kaltgestellte Rohdroge II	kaltgestellte Rohdroge II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kaltgestellte Rohdroge II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kaltgestellte Rohdroge II	0	kaltgestellte Rohdroge II	0	kaltgestellte Rohdroge II	0	kaltgestellte Rohdroge II	0	share	kaltgestellte Rohdroge II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	8	odar	erste Ansatzfraktion abmessen	erste Ansatzfraktion abmessen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Fraktion I des Ansatzes abmessen	1	F005	O_PREP+D_MEASURE+AR_FRACTION_I	O_PREP_MEASURE	erste Auszugsfraktion abmessen		NONE	O-Rahmen plus bereits gebundener Messkopf und Fraktion I.	TARGET_41	H005	Fraktion I des Ansatzes abmessen	0	Anteil I des Ansatzes abmessen	1	Material des Ansatzes auf Stufe I abmessen	1	Ansatzstoff der Klasse I abmessen	1	share	Anteil I des Ansatzes abmessen	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f105v	f105v.14	9	kard	erste erhitzte Drogenfraktion, abgezogen	erste erhitzte Drogenfraktion, abgezogen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	erste erhitzte Drogenfraktion, abgezogen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erste erhitzte Drogenfraktion, abgezogen	0	erste erhitzte Drogenfraktion, abgezogen	0	erste erhitzte Drogenfraktion, abgezogen	0	erste erhitzte Drogenfraktion, abgezogen	0	share	erste erhitzte Drogenfraktion, abgezogen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f105v	f105v.14	10	chtchy	Droge kalt trocknen und leicht nachtrocknen	Droge kalt trocknen und leicht nachtrocknen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Droge kalt trocknen und leicht nachtrocknen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Droge kalt trocknen und leicht nachtrocknen	0	Droge kalt trocknen und leicht nachtrocknen	0	Droge kalt trocknen und leicht nachtrocknen	0	Droge kalt trocknen und leicht nachtrocknen	0	share	Droge kalt trocknen und leicht nachtrocknen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	1	ychedy	bis zur Mittelstufe getrocknet und abgeschlossen	bis zur Mittelstufe getrocknet und abgeschlossen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur Mittelstufe getrocknet und abgeschlossen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur Mittelstufe getrocknet und abgeschlossen	0	bis zur Mittelstufe getrocknet und abgeschlossen	0	bis zur Mittelstufe getrocknet und abgeschlossen	0	bis zur Mittelstufe getrocknet und abgeschlossen	0	share	bis zur Mittelstufe getrocknet und abgeschlossen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	das Arzneikompositum bis zur Mittelstufe aufbereiten	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	das Arzneikompositum bis zur Mittelstufe aufbereiten	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	das Arzneikompositum bis zur Mittelstufe aufbereiten	0	das Arzneikompositum bis zur Mittelstufe aufbereiten	0	das Arzneikompositum bis zur Mittelstufe aufbereiten	0	das Arzneikompositum bis zur Mittelstufe aufbereiten	0	share	das Arzneikompositum bis zur Mittelstufe aufbereiten	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	3	dair	abgemessene Fraktion II	abgemessene Fraktion II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Fraktion II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C008	abgemessene Fraktion II	0	abgemessener Anteil II	1	abgemessenes Material auf Stufe II	1	abgemessenes Material der Klasse II	1	share	abgemessener Anteil II	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f106r	f106r.23	4	al	Rohstoffklasse I	Rohstoffklasse I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Rohstoffklasse I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I	0	Rohstoffklasse I	0	Rohstoffklasse I	0	Rohstoffklasse I	0	share	Rohstoffklasse I	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	5	qokedy	heiße Mittelstufe erreicht	heiße Mittelstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiße Mittelstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiße Mittelstufe erreicht	0	heiße Mittelstufe erreicht	0	heiße Mittelstufe erreicht	0	heiße Mittelstufe erreicht	0	share	heiße Mittelstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	6	shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	share	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	7	qokchy	heiß und trocken am Anfang des Grades	heiß und trocken am Anfang des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß und trocken am Anfang des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß und trocken am Anfang des Grades	0	heiß und trocken am Anfang des Grades	0	heiß und trocken am Anfang des Grades	0	heiß und trocken am Anfang des Grades	0	share	heiß und trocken am Anfang des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	8	otedy	kalter Ansatz, Mittelstufe erreicht	kalter Ansatz, Mittelstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz, Mittelstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz, Mittelstufe erreicht	0	kalter Ansatz, Mittelstufe erreicht	0	kalter Ansatz, Mittelstufe erreicht	0	kalter Ansatz, Mittelstufe erreicht	0	share	kalter Ansatz, Mittelstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f106r	f106r.23	9	dar	abgemessene Fraktion I	abgemessene Fraktion I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Fraktion I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C007	abgemessene Fraktion I	0	abgemessener Anteil I	1	abgemessenes Material auf Stufe I	1	abgemessenes Material der Klasse I	1	share	abgemessener Anteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f106r	f106r.23	10	aror	eine Portion der ersten Drogenfraktion	eine Portion der ersten Drogenfraktion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	eine Portion der ersten Drogenfraktion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_PLUS_OR	C010	eine Portion der ersten Drogenfraktion	0	eine Portion des Drogenanteils I	1	eine Portion des Drogenmaterials auf Stufe I	1	eine Portion Drogenstoff der Klasse I	1	share	eine Portion des Drogenanteils I	1	R_SHARE_SELECTOR_PLUS_OR_PORTION	NONE
f107r	f107r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	share	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	share	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	3	aiin	Menge III	Menge III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Menge III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Menge III	0	Menge III	0	Menge III	0	Menge III	0	share	Menge III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	4	shedy	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	mittlere Feuchtstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	share	mittlere Feuchtstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	5	oteed	vollständig abgekühlter und abgezogener Ansatz	vollständig abgekühlter und abgezogener Auszug	1	P002	EXACT_WORKFLOW_WHOLE	Auszug	Zubereitung|Absud	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Gleicher Abkühl-und-Abzieh-Schluss wie qoteed; Auszug bleibt enger als Absud, weil Kochen nicht geschrieben ist.	vollständig abgekühlter und abgezogener Auszug	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	vollständig abgekühlter und abgezogener Auszug	0	vollständig abgekühlter und abgezogener Auszug	0	vollständig abgekühlter und abgezogener Auszug	0	vollständig abgekühlter und abgezogener Auszug	0	share	vollständig abgekühlter und abgezogener Auszug	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	6	qor	nimm eine Drogenportion	nimm eine Drogenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	nimm eine Drogenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	nimm eine Drogenportion	0	nimm eine Drogenportion	0	nimm eine Drogenportion	0	nimm eine Drogenportion	0	share	nimm eine Drogenportion	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	7	aiin	Menge III	Menge III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Menge III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Menge III	0	Menge III	0	Menge III	0	Menge III	0	share	Menge III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	8	cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	trocken angesetztes Arzneikompositum am Gradanfang	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken angesetztes Arzneikompositum am Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken angesetztes Arzneikompositum am Gradanfang	0	trocken angesetztes Arzneikompositum am Gradanfang	0	trocken angesetztes Arzneikompositum am Gradanfang	0	trocken angesetztes Arzneikompositum am Gradanfang	0	share	trocken angesetztes Arzneikompositum am Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	9	olkeey	Holzansatz vollständig erhitzt	Holzansatz vollständig erhitzt	0	NONE	KEEP_V63	INHERITED	NONE	1	COMPOUND_HEAD	PROVISIONAL_LOCAL_SCOPE	NONE	Holzansatz vollständig erhitzt	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Holzansatz vollständig erhitzt	0	Holzansatz vollständig erhitzt	0	Holzansatz vollständig erhitzt	0	Holzansatz vollständig erhitzt	0	share	Holzansatz vollständig erhitzt	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	10	qotain	kalter Ansatz, Grad II	kalter Ansatz, Grad II	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz, Grad II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz, Grad II	0	kalter Ansatz, Grad II	0	kalter Ansatz, Grad II	0	kalter Ansatz, Grad II	0	share	kalter Ansatz, Grad II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	11	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken in der Mitte des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken in der Mitte des Grades	0	trocken in der Mitte des Grades	0	trocken in der Mitte des Grades	0	trocken in der Mitte des Grades	0	share	trocken in der Mitte des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	12	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	share	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.2	13	lor	Holzportion	Holzportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Holzportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_OR_PORTION	C003	Holzportion	0	Holzportion	0	Holzportion	0	Holzportion	0	share	Holzportion	0	OR_INDEPENDENT_PORTION	NONE
f107r	f107r.40	1	lolkaiin	Holzstoff, heiß auf Stufe III	Holzstoff, heiß auf Stufe III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Holzstoff, heiß auf Stufe III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Holzstoff, heiß auf Stufe III	0	Holzstoff, heiß auf Stufe III	0	Holzstoff, heiß auf Stufe III	0	Holzstoff, heiß auf Stufe III	0	share	Holzstoff, heiß auf Stufe III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.40	2	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken in der Mitte des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken in der Mitte des Grades	0	trocken in der Mitte des Grades	0	trocken in der Mitte des Grades	0	trocken in der Mitte des Grades	0	share	trocken in der Mitte des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.40	3	qokaiin	heiß, Grad III	heiß, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	share	heiß, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.40	4	chal	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I, trocken am Gradanfang	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Rohstoffklasse I, trocken am Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I, trocken am Gradanfang	0	Rohstoffklasse I, trocken am Gradanfang	0	Rohstoffklasse I, trocken am Gradanfang	0	Rohstoffklasse I, trocken am Gradanfang	0	share	Rohstoffklasse I, trocken am Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.40	5	aiin	Menge III	Menge III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Menge III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Menge III	0	Menge III	0	Menge III	0	Menge III	0	share	Menge III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.40	6	okaiin	heißer Ansatz, Grad III	heißer Ansatz, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	heißer Ansatz, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	heißer Ansatz, Grad III	0	share	heißer Ansatz, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f107r	f107r.40	7	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.	Fraktion I des heißen Holzansatzes	1	F011	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug I		NONE	Materialkopf Holz plus Hitze plus Fraktion I; Genitiv erhält die Klammerung.	TARGET_41	H011	Fraktion I des heißen Holzansatzes	0	Anteil I des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe I	1	heißer Holzansatz, Stoffklasse I	1	share	Anteil I des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
